"","gq","gqtypeg","farm","ownershg","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","nsibs","relateg","sex","raceg","marst","chborn","school","educrec","schltype","empstatg","labforce","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","incfarm","migrat5g","movedin","vetstat","value","rent","ftotinc","eldch","yngch","age","occscore","sei","inctot","incwage","incbus","incss","incwelfr","incother","poverty","binaryClass"
"581","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1","1","Child","Male","White","Never_married_single","No_children","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Same_house","0","No_Service",999999,337,19600,99,99,9,0,0,0,999999,999999,99999,99999,99999,156,"P"
"575","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","1","1","4","2","0","1","0","Spouse","Female","White","Married_spouse_present","2__children","No_not_in_school","Grade_11","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Self-employed","50-52_weeks","40_hours","Worked_3-5_yrs_ago","No","0","Same_house","0","No_Service",112500,0,30000,13,10,36,16,15,0,0,0,0,0,0,239,"P"
"1816","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","1-13_weeks","40_hours","Worked_previous_yr","Yes","0","Same_house","5","Yes",112500,0,53720,99,99,64,20,52,20044,4200,0,7344,0,0,501,"P"
"3113","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","1","1","6","4","2","1","0","Spouse","Female","White","Married_spouse_present","4","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_3-5_yrs_ago","No","0","Moved_place_not_reported","0","No_Service",4e+05,0,4042,9,0,32,22,61,0,0,0,0,0,0,24,"P"
"5158","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1","0","Head_Householder","Male","Other_Asian_or_Pacific","Married_spouse_present","No_children","No_not_in_school","Grade_1-4","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No","0","Moved_place_not_reported","2","No_Service",999999,412,15120,28,26,57,0,0,0,0,0,0,0,0,118,"P"
"6348","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","2","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1","1","Child","Male","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",137500,0,28900,99,99,0,0,0,0,999999,999999,99999,99999,99999,230,"P"
"224","Other_group_quarters","Non-institutional_GQ_(1940_1950_1990)","Non-Farm","Rented","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Other_non-relatives","Male","Black_Negro","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Unemployed","Yes_in_labor_force","Works_for_wages_salary","27-39_weeks","40_hours","Worked_current_yr","Yes","0","Moved_place_not_reported","0","No_Service",999999,0,999999,99,99,32,18,44,10000,10000,0,0,0,0,0,"P"
"2955","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","2","1","1","1","0","0","0","0","0","0","2","1","5","3","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","14-26_weeks","35-39_hours","Never_worked","Yes","0","Same_house","6","No_Service",112500,0,18000,16,11,52,20,8,8000,8000,0,0,0,0,122,"P"
"3059","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","2","2","7","1","0","1","0","0","5","0","0","1","2","Child","Female","Other_Asian_or_Pacific","Never_married_single","No_children","Yes_in_school","Grade_12","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","15-29_hours","Never_worked","Yes","0","Same_house","0","No_Service",4e+05,0,56320,99,99,18,17,26,5000,5000,0,0,0,0,360,"P"
"6246","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","2","1","5","3","1","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","48-49_weeks","41-48_hours","Never_worked","Yes","0","Same_house","5","No_Service",187500,0,36500,9,3,35,29,22,18500,18500,0,0,0,0,247,"P"
"5577","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","2","0","1","1","0","1","0","0","7","0","0","1","3","Child","Female","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",275000,0,19000,99,99,13,0,0,0,999999,999999,99999,99999,99999,99,"P"
"184","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","1","0","1","2","0","1","0","0","3","0","0","1","0","Child","Female","White","Never_married_single","No_children","No_not_in_school","Grade_9","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Same_house","0","No_Service",225000,0,24000,99,99,15,0,0,0,999999,999999,0,0,0,240,"P"
"2840","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","0","0","0","0","0","0","0","0","1","2","2","0","0","1","0","Spouse","Male","Other_Asian_or_Pacific","Married_spouse_present","No_children","No_not_in_school","Grade_1-4","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No","0","Moved_place_not_reported","0","No_Service",999999,362,13992,99,99,73,0,0,6996,0,0,0,6996,0,187,"P"
"2425","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","2","1","3","0","5","0","0","0","0","0","5","0","0","1","1","Grandchild","Male","White","Never_married_single","No_children","Yes_in_school","Grade_11","Public_school","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No","0","Moved_place_not_reported","0","No_Service",999999,462,17640,99,99,17,0,0,0,0,0,0,0,0,116,"P"
"4608","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","1","0","1","0","1","0","0","0","0","0","7","0","0","1","3","Child","Female","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Unemployed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No","0","Moved_place_not_reported","0","No_Service",999999,875,37000,99,99,28,0,0,0,0,0,0,0,0,184,"P"
"5769","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1","0","Spouse","Female","White","Married_spouse_present","5","No_not_in_school","4+_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No","0","Same_house","0","No_Service",275000,0,35705,99,99,77,0,0,19671,0,0,3192,0,0,476,"P"
"5796","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1","2","Child","Male","White","Never_married_single","No_children","Yes_in_school","1_to_3_years_of_college","Public_school","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No","0","Same_house","0","No_Service",4e+05,0,53000,99,99,21,0,0,0,0,0,0,0,0,339,"P"
"8080","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","2","1","1","1","0","0","0","0","0","0","1","1","6","3","0","1","0","Spouse","Female","White","Married_spouse_present","5","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",999999,512,214716,13,10,31,23,18,9600,9600,0,0,0,0,501,"N"
"244","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1","0","Spouse","Female","White","Married_spouse_present","1_child","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Same_house","0","No_Service",999999,337,20000,99,99,59,41,68,10000,10000,0,0,0,0,241,"N"
"5936","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","2","0","2","0","2","0","0","0","0","0","3","0","0","1","0","Grandchild","Female","Black_Negro","Never_married_single","No_children","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Same_house","0","No_Service",999999,487,25962,99,99,8,0,0,0,999999,999999,99999,99999,99999,260,"P"
"8435","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","Yes_in_school","4+_years_of_college","Public_school","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","14-26_weeks","40_hours","Worked_previous_yr","Yes","0","Moved_place_not_reported","1","No_Service",999999,875,28000,99,99,26,38,68,16000,6000,0,0,0,10000,337,"P"
"3678","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","2","1","1","2","0","0","0","4","0","2","0","0","6","0","0","1","0","Grandchild","Female","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",137500,0,62000,99,99,0,0,0,0,999999,999999,99999,99999,99999,355,"P"
"2887","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1","2","Child","Female","White","Never_married_single","No_children","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",72500,0,31317,99,99,9,0,0,0,999999,999999,99999,99999,99999,206,"P"
"3841","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1","1","Child","Female","White","Never_married_single","No_children","Yes_in_school","None_or_preschool","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,675,34000,99,99,4,0,0,0,999999,999999,99999,99999,99999,270,"P"
"6726","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","2","0","0","0","0","0","0","0","0","0","7","0","0","1","0","Other_relatives","Female","White","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,625,8842,99,99,3,0,0,0,999999,999999,99999,99999,99999,48,"P"
"4710","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Female","Black_Negro","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","1","No_Service",999999,487,17000,99,99,25,39,82,17000,17000,0,0,0,0,264,"P"
"2927","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","1","0","1","0","1","0","0","0","0","0","5","0","0","1","3","Child","Male","Black_Negro","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No","0","Same_house","0","No_Service",999999,437,13572,99,99,31,0,0,7560,0,0,0,7560,0,89,"P"
"449","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","40-47_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","1","No_Service",999999,675,58000,99,99,26,26,72,25000,25000,0,0,0,0,501,"P"
"8137","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","2","1","3","1","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_9","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No","0","Same_house","8","Yes",162500,0,7176,35,35,69,0,0,1600,0,0,0,0,0,74,"P"
"664","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","Head_Householder","Male","Japanese","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","2","Yes",999999,1000,40000,99,99,41,41,68,40000,38000,0,0,0,0,482,"P"
"5085","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","2","0","2","0","1","0","0","0","0","0","4","0","0","1","1","Sibling","Female","Black_Negro","Married_spouse_absent","No_children","Yes_in_school","Grade_12","Private_school_(19601990)","Unemployed","Yes_in_labor_force","Works_for_wages_salary","27-39_weeks","40_hours","Worked_previous_yr","Yes","0","Moved_place_not_reported","0","No_Service",999999,462,16876,99,99,22,20,9,4876,4876,0,0,0,0,130,"P"
"1669","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1","1","Child","Male","Black_Negro","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","60+_hours","Never_worked","Yes","0","Same_house","0","No_Service",137500,0,75980,99,99,26,25,18,24500,24500,0,0,0,0,501,"P"
"5691","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1","0","Head_Householder","Male","Chinese","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","Yes","0","Moved_place_not_reported","6","No_Service",4e+05,0,92000,10,7,37,38,68,42500,41000,0,0,0,0,501,"P"
"7381","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1","1","Child","Male","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",112500,0,76000,99,99,0,0,0,0,999999,999999,99999,99999,99999,501,"P"
"613","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","6","0","0","1","3","Child","Female","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Same_house","0","No_Service",999999,212,0,99,99,13,0,0,0,999999,999999,99999,99999,99999,1,"P"
"3312","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","Other_non-relatives","Female","White","Never_married_single","No_children","Yes_in_school","4+_years_of_college","Public_school","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","1-13_weeks","40_hours","Worked_previous_yr","Yes","0","Moved_place_not_reported","0","No_Service",350000,0,71603,99,99,34,24,47,200,200,0,0,0,0,3,"P"
"1089","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1","0","Spouse","Female","White","Married_spouse_present","No_children","No_not_in_school","Grade_11","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_previous_yr","Yes","0","Same_house","0","No_Service",187500,0,47565,99,99,65,20,9,12565,10000,0,2500,0,0,501,"P"
"7914","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","0","0","0","0","0","0","2","1","3","1","1","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","Yes_in_school","1_to_3_years_of_college","Private_school_(19601990)","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_current_yr","Yes","0","Moved_place_not_reported","1","No_Service",999999,725,45000,1,1,28,24,47,20000,20000,0,0,0,0,451,"P"
"5252","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","6","0","0","1","2","Child","Male","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,725,18000,99,99,0,0,0,0,999999,999999,99999,99999,99999,105,"P"
"1248","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","2","1","6","4","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_9","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","2","No_Service",162500,0,67400,15,7,29,37,49,67400,51000,0,0,0,0,407,"P"
"3714","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","0","0","0","0","0","0","1","1","3","1","1","1","0","Spouse","Female","White","Married_spouse_present","1_child","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No","0","Moved_place_not_reported","0","No_Service",999999,675,44904,4,4,39,0,0,5866,0,0,5866,0,0,450,"P"
"1797","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No","0","Same_house","7","Yes",350000,0,63117,99,99,76,0,0,55721,0,0,6874,0,0,501,"P"
"4835","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","0","0","0","0","0","0","2","1","4","1","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","Yes","0","Moved_place_not_reported","2","No_Service",999999,575,27000,21,21,58,9,6,14000,14000,0,0,0,0,211,"N"
"6356","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","1","1","3","1","1","1","0","Spouse","Female","White","Married_spouse_present","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",225000,0,87000,1,1,35,25,44,25000,25000,0,0,0,0,501,"P"
"4588","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","2","2","2","0","0","1","0","Head_Householder","Female","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No","0","Same_house","8","No_Service",225000,0,29001,99,99,70,0,0,10047,0,0,5603,0,0,387,"P"
"6099","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","8","0","0","1","5","Child","Male","Chinese","Never_married_single","No_children","Yes_in_school","Grade_10","Public_school","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No","0","Moved_place_not_reported","0","No_Service",999999,575,20337,99,99,16,0,0,0,0,0,0,0,0,100,"P"
"4595","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","2","2","0","1","1","0","1","0","0","8","0","0","1","2","Child","Male","White","Never_married_single","No_children","Yes_in_school","1_to_3_years_of_college","Private_school_(19601990)","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","15-29_hours","Never_worked","Yes","0","Same_house","0","No_Service",162500,0,81973,99,99,23,41,68,13000,13000,0,0,0,0,368,"P"
"2402","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1","0","Spouse","Female","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","14-26_weeks","40_hours","Worked_previous_yr","Yes","0","Moved_place_not_reported","0","No_Service",999999,625,37521,99,99,29,26,44,8812,8812,0,0,0,0,452,"P"
"38","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","0","1","0","1","0","1","0","0","0","0","0","4","0","0","1","2","Child","Male","White","Never_married_single","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","40-47_weeks","40_hours","Never_worked","Yes","0","Same_house","0","No_Service",162500,0,90929,99,99,21,24,19,15000,15000,0,0,0,0,501,"P"
"3832","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","1","1","7","5","0","1","0","Spouse","Female","American_Indian","Married_spouse_present","5","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","27-39_weeks","49-59_hours","Never_worked","Yes","0","Same_house","0","No_Service",137500,0,45750,19,6,38,9,6,12000,12000,0,0,0,0,238,"P"
"7007","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","1","1","5","3","1","1","0","Spouse","Female","White","Married_spouse_present","3","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No","0","Same_house","0","No_Service",62500,0,45000,8,1,29,0,0,0,0,0,0,0,0,304,"P"
"1551","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Self-employed","50-52_weeks","40_hours","Never_worked","Yes","0","Same_house","5","No_Service",187500,0,65000,99,99,38,41,68,22000,20000,2000,0,0,0,501,"P"
"3175","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","3","0","0","1","0","0","0","0","0","0","0","0","2","1","0","1","0","Head_Householder","Male","Black_Negro","Widowed","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","40-47_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","5","Yes",350000,0,50000,24,24,63,17,13,50000,50000,0,0,0,0,501,"P"
"7352","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Male","White","Divorced","No_children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No","0","Same_house","6","Yes",17500,0,21000,99,99,71,0,0,21000,0,0,7200,0,0,353,"P"
"720","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","2","0","2","0","3","0","2","0","0","0","0","0","6","0","0","1","1","Grandchild","Female","White","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,875,28300,99,99,4,0,0,0,999999,999999,99999,99999,99999,162,"P"
"6559","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Male","White","Never_married_single","No_children","Yes_in_school","4+_years_of_college","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Same_house","6","Yes",999999,575,63300,99,99,51,35,66,63300,58300,0,0,0,0,501,"N"
