"","grain_screened","proof_on_ctd_ink","paper_type","ink_type","solvent_type","type_on_cylinder","press_type","press","cylinder_size","paper_mill_location","plating_tank","band_type","unit_number","proof_cut","viscosity","ink_temperature","humifity","roughness","blade_pressure","varnish_pct","press_speed","ink_pct","solvent_pct","ESA_Voltage","ESA_Amperage","wax","hardener","roller_durometer","current_density","anode_space_ratio","chrome_content"
"10","3","3","4","3","1","2","4","815","2","3","1910","noband",9,65,43,16,68,0.75,30,15.5,1750,48.5,35.9,0,0,3,1,38,5,106.6,3
"461","2","3","4","1","1","2","4","815","2","3","1910","band",2,40,69,14.5,76,0.625,22,0,1250,58.8,41.2,1,0,2.5,1,35,5,100,3
"436","2","3","4","1","1","2","4","816","2","3","1911","noband",2,47,65,15.7,87,0.25,32.6628106153496,5.6,1725,55.6,38.9,3,0,3,0.85,34,5,103.125,3
"451","2","3","2","1","1","2","3","824","4","3","1911","noband",2,40,59,16.4,85,0.8125,30,0,1900,58.8,41.2,10,0,2,0.8,30,5,96.88,3
"364","3","3","4","3","1","2","1","802","2","1","1910","noband",2,40,43,13.5,76,0.75,52,4.4,1726,55,40.6,0,0,3,1,40,5,96.77,3
"193","2","3","2","1","1","2","4","816","3","1","1911","noband",2,52,54,14.6,82,0.749119054003454,32,10.5,2400,52.6,36.8,0,0,2.5,0.5,30,5,100,3
"426","2","3","2","1","1","2","3","828","4","1","1910","noband",9,50,41,15.7,80,1,43,0,1800,62.5,37.5,1,0,2.5,1.5,30,5,106.45,3
"401","3","3","4","3","1","2","3","821","4","3","1910","noband",7,40,42,15.5,64,0.625,20,10.5,1550,52.6,36.9,0,0,2,0.6,40,5,106.25,3
"197","3","3","4","3","1","1","1","802","2","3","1910","band",7,50,52,14,80,0.75,60,4.4,1700,54.9,40.7,0,0,2.5,1,40,2,100,3
"248","2","3","2","1","1","2","3","824","4","1","1911","noband",9,30,56,14.7,87,0.875,20,0,2150,58.8,41.2,12,0,1.5,0.6,30,5,96.8,3
"199","2","3","2","1","1","2","2","813","2","3","1910","noband",10,40,54,14.42,87,1,31.1852443361444,4.5,1700,56.2,39.3,0,0,2.5,1,40,2,96.8,3
"420","2","3","2","1","1","2","4","816","3","1","1910","noband",9,37,40,14,80,0.25,24,0,2400,58.8,41.2,2,0,2.5,0.8,30,5,106.45,3
"249","2","3","2","1","1","2","3","824","4","1","1910","noband",2,40,56,15.3,86,0.8125,32,0,2150,58.8,41.2,12,0,2.2,0.8,30,3,100,3
"291","2","3","2","1","1","2","4","816","3","1","1910","noband",9,45,54,18,90,0.5,26,8.3,1875,52.1,39.6,0,0,3,1,33,3,106.9,3
"493","2","3","2","1","1","2","3","824","4","3","1911","band",10,40,52,13.5,85,0.75,30,5.37270100885757,1900,54.2959236132478,37.6285329168761,1.52776633966855,0.0250221384330747,0,0,33.2680774863039,5,94.4,3
"32","3","3","4","3","1","2","3","821","4","3","1911","noband",2,45,44,14.1,78,0.625,22,7.6,1510,54.3,38,0,0,2.5,0.7,34,5,114.28,3
"39","2","3","4","1","1","2","4","815","2","3","1911","noband",9,37,44,15,85,0.75,34,0,1400,62.5,37.5,0,0,2.8,1,28,5,103.12,3
"9","3","3","4","3","1","2","4","815","2","3","1911","noband",2,65,43,16,75,1,32,22.7,1750,45.5,31.8,0,0,3,1,38,5,106.66,3
"398","3","3","4","2","1","2","4","815","2","3","1910","band",2,45,43,20,84,0.625,33,7.0964031957061,1200,55.0980228535704,38.1602484209638,0,0,2.5,0.5,40,5,106.25,3
"124","3","3","4","3","1","2","1","802","2","3","1910","noband",2,50,50,15.7,90,0.75,50,0,1420,62.5,37.5,0,0,3,1.35,40,5,106.45,3
"264","2","3","2","1","1","2","3","827","4","1","1911","noband",2,40,54,15,78,0.75,20,0,2500,61.1,38.9,0,0,2.5,0.7,30,5,100,3
"262","2","3","2","1","1","2","3","827","3","1","1910","noband",9,32,54,15.5,78,1,25,0,1900,58.8,41.2,10,0,1.4,0.8,30,3,103.2,3
"185","2","3","2","1","1","2","2","813","2","3","1910","noband",9,40,54,15.59,89,1,32.2977254370203,1.2,1700,58.1,40.7,0,0,2.5,0.6,40,2,103.3,3
"60","3","3","4","3","1","1","3","827","4","5","1910","band",9,40,47,14.43,76,0.75,16,7.2,2000,51.5,41.2,1,0,2.7,1.4,40,5,100,3
"473","2","3","2","1","1","2","3","821","4","3","1911","band",2,40,49,17,75,0.625,30,0,1600,58.8,41.2,0,0,2.5,0.65,33,5,109.6,3
"151","2","3","2","1","1","2","4","815","4","3","1911","noband",9,50,62,14.9,96,0.75,26,11,1950,50,39,0,0,2.8,0.8,33,5,110,3
"318","3","3","2","1","1","2","2","813","2","3","1911","noband",10,55,47,15.5,74,0.736129741743314,31.9520746188394,0,1600,62.5,37.5,0,0,2.5,1,40,3,106.25,3
"53","2","2","2","1","1","1","3","824","4","1","1911","noband",9,40,46,16.5,68,0.875,25,0,1700,58.8,41.2,0,0,1,1,33,5,103.125,3
"536","2","3","3","1","1","2","1","815","4","3","1910","band",1,44.3782596150237,51.6595796366056,16.1,76,0.5,34,5.34649506332241,2100,56.6865476254124,39.2891604291713,1.76947268408673,0.0206215696040837,0,0,34.0961433024294,5,110,3
"519","2","3","3","3","1","2","3","821","4","3","1910","band",7,42.4833254776353,44,16.22,74,0.75,30,4.87851331093455,2200,55.3261054039883,38.3512356710934,1.95250096978113,0.0130139726238626,2.8,0.8,32.4547917184054,5,106.6,2
"288","2","3","2","1","1","2","3","824","4","3","1910","noband",9,30,54,13.6,70,0.8125,30,0,2000,58.8,41.2,0,0,2.3,0.9,30,3,100,3
"184","3","3","4","2","1","1","1","802","2","3","1911","noband",2,57,54,15.5,80,0.625,55,0,1600,62.5,37.5,0,0,3,0.5,45,5,103.3,3
"252","3","3","4","3","3","1","4","816","2","3","1911","band",2,60,56,16,87,0.625,26,10.5,1450,50.5,39,3,0,3,1.3,40,5,93.75,3
"114","3","3","4","3","1","2","2","813","2","3","1910","noband",5,50,52,17,69,0.75,31.3987238528258,0,1700,58.8,41.2,0,0,2.2,0.9,40,5,106.66,3
"387","3","3","4","3","1","1","1","802","2","3","1911","band",7,40,50,14,70,0.75,45,0,1800,60.2,39.8,0,0,2.5,1,40,5,100,3
"517","2","3","2","1","1","2","4","802","2","3","1911","band",7,45.2647737609374,39,16,72,0.75,50,6.45412590181317,1350,53.392657397376,36.9853420921699,0.72509369052083,0.0491225966057462,2.5,2.2,35.5516520975019,5,106.6,2
"497","3","3","4","3","1","2","3","824","4","3","1910","band",2,55,54,17.5,82,0.8125,28,6.47351813615122,1600,56.6736561779557,39.2636477877903,1.02007169156394,0.0442422690626151,2.5,1,36.8222675957476,5,102.94,3
"204","2","2","2","1","1","2","3","824","4","3","1910","noband",2,50,48,15.5,68,0.8125,30,0,1900,57.4,42.6,10,0,1.5,1,30,2,100,3
"266","2","3","2","3","1","1","4","816","4","3","1910","band",9,43.7360328689106,51,16,75,0.5,30,0,1800,58.8,41.2,0,0,2.1,1,30,3,100,3
"468","3","3","4","3","1","2","4","816","2","3","1911","band",2,55,44,15,70,0.625,28,8.2,1700,51,40.8,0,0,2.5,2,40,5,100,3
"383","2","2","2","1","1","2","4","816","3","1","1910","noband",9,40,47,16.53,78,0.8125,24,0,2189,58.8,41.2,0,0,2,0.8,30,5,100,3
"281","3","3","4","3","3","2","1","802","2","3","1910","noband",7,45,50,14.5,70,0.75,42,5.3,1700,52.6,42.1,0,0,3,0.8,40,7,100,3
"214","2","3","2","1","1","2","4","815","3","1","1910","noband",2,30,58,16.3,78,0.625,30,0,2150,58.8,41.2,10,0,2.5,1,30,3,90,3
"432","3","3","4","3","1","2","1","802","2","3","1910","noband",7,60,60,15,80,0.75,56,14.3,1380,47.6,38.1,0,0,3,1,38,5,106.4,3
"56","2","3","4","1","1","2","1","802","2","3","1911","noband",7,35,38,12,62,0.75,46,4.7,1400,58.8,36.5,0,0,2,1,28,5,103.125,3
"104","2","3","2","1","1","2","3","827","3","1","1910","band",2,47,68,14,78,0.75,22,0,1900,62.5,37.5,0,0,2.1,1.7,33,5,103.125,3
"278","2","3","2","3","1","1","4","816","4","3","1911","noband",2,45.6739073648671,54,14,80,0.3125,34,3.4,1900,56.8,39.8,0,0,2.5,1.3,30,5,106.7,3
"269","3","3","4","3","1","2","4","816","2","3","1910","noband",2,57,54,16.2,79,0.5,23,19,1500,47.6,33.4,5,0,3,1,32,3,93.3,3
"133","2","3","4","2","1","2","4","816","2","3","1911","noband",2,40,54,15.4,78,0.5,34,5.7,1736,56.8,36.9,0,0,2.5,1.1,35,5,103.125,3
"128","2","3","2","1","1","2","3","824","4","1","1911","noband",2,40,50,16,68,0.8125,30,0,2400,58.8,41.2,8,0,2.5,1.5,33,5,103.125,3
"217","2","3","2","1","1","2","3","827","4","1","1910","noband",9,30,58,15,98,0.75,30,0,2300,58.8,41.2,6,0,2.25,1,30,3,100,3
"105","2","3","2","1","1","1","4","816","4","1","1910","band",2,40,60,15,78,1,28,0,2380,60,40,3,0,2.5,1,30,5,106.66,3
"526","2","3","2","1","1","2","1","815","2","3","1911","band",2,43.9765802781113,50,16.5,74,0.625,34,5.71639825106858,1750,54.3235002576328,37.6426342923968,1.30218517956266,0.0321747466593521,2.6,1,34.1111877383957,5,103.125,2
"284","3","3","4","3","1","1","1","802","2","2","1910","noband",7,45,54,14.8,70,0.75,50,13,1420,54.3,32.6,0,0,3,0.9,28,3,106.9,3
"385","2","2","2","1","1","1","4","815","3","1","1911","band",1,40,47,15,88,0.5,34,0,1700,62.5,37.5,0,0,0,0,30,5,100,3
"26","2","3","4","1","1","2","3","827","4","4","1911","noband",9,50,45,15,76,1,30,8,2150,57.5,34.5,0,0,2.5,1,35,5,107.4,3
"6","2","3","2","1","1","2","3","827","4","1","1911","noband",2,50,46,16.5,75,0.75,30,0,2600,62.5,37.5,6,0,2.5,0.6,30,5,106.67,3
"244","3","3","4","3","3","2","4","815","2","3","1910","noband",9,37,56,14,82,0.625,28,0,1700,58.8,41.2,2,0,2.5,0.5,40,3,100,3
"466","3","3","4","3","1","2","4","816","2","3","1910","band",2,44.7403832963252,44,14.3,78,0.25,32,0,1650,56.8,43.2,3,0,2.5,2.5,40,5,100,3
"498","2","3","4","3","1","2","3","824","4","3","1910","band",2,40,57,16,86,0.8125,30,6.21328586490173,1700,56.4810544092565,39.1337132505963,1.17475926960012,0.0391033135091112,2.5,1,36.1198594985821,5,102.94,3
"439","2","3","2","1","1","2","3","821","4","3","1911","noband",2,45,58,15,75,0.625,20,10.5,2100,52.6,36.8,0,0,2.5,0.7,33,5,103.125,3
"221","3","3","4","3","3","2","3","821","4","3","1910","noband",2,40,54,14.6,85,0.684254791590843,20,21.7,1850,43.5,34.8,0,0,2.5,0.8,40,4.36151337784291,96.5770730115356,3
"499","2","3","2","1","1","2","4","816","3","3","1910","band",1,35,56,15.1,81,0.75,32,5.4077767288392,2000,55.7621806744759,38.6463049017661,1.64205777475043,0.0233941672750319,2.5,1,33.8999010546846,5,102.94,3
"144","2","3","2","1","1","2","3","828","4","1","1910","noband",9,40,62,16,84,0.9375,28,0,2200,58.8,41.2,4,0,2.5,0.6,30,5,106.45,3
"332","3","3","4","3","1","1","3","821","4","3","1911","noband",2,47,49,14.5,88,0.625,25,34.5,2000,43.5,22,0,0,2.5,0.7,40,5,96.97,1
"147","2","3","2","1","1","2","4","816","4","1","1910","noband",2,40,64,15,82,0.75,31,0,2400,60,40,3,0,2.5,1,30,5,106.66,3
"162","2","3","2","1","1","1","3","824","4","1","1910","band",2,46.1221467348652,66,15,82,0.8125,30,7,1900,58.1,34.9,5,0,2.5,0.9,30,5,103.125,3
"409","3","3","4","2","1","1","4","815","2","1","1910","band",2,45,42,14,89,0.75,26,0,1450,58.8,41.2,1,0,2.5,1,40,5,103.22,3
"160","2","3","2","1","1","2","3","827","4","1","1910","noband",9,45,69,16.1,76,0.75,22,5.6,2426,55.6,38.9,0,0,2.7,0.7,30,5,103.22,3
"65","2","3","4","3","1","1","3","827","4","5","1911","band",2,43.3733938624736,40,16.4,72,1,26,0,2000,62.5,37.5,0,0,2.5,1,40,5,106.45,3
"478","3","3","2","1","1","2","3","824","4","3","1910","band",9,30,40,14,73,0.5625,30,0,1800,58.8,41.2,0,0,0,0,30,5,100,3
"224","3","3","4","2","1","2","1","802","2","3","1910","band",7,50,59,13,92,0.625,49,0,1300,58.8,41.2,0,0,3,1.1,40,3,100,3
"116","3","3","4","3","1","1","1","802","2","3","1910","noband",2,50,55,13.86,70,0.625,47,10.2,1635,51,38.8,0,0,3,1,40,5,100,3
"337","2","3","4","3","1","2","4","815","4","2","1911","band",9,47,53,15,72,0.75,25,22,1500,45.9,32.1,0,0,2.5,0.8,35,5,114.3,3
"449","2","2","2","1","1","1","3","824","4","3","1911","noband",9,40,62,16.1,78,0.5625,25,5.5,1800,55,39.5,0,0,1.6,1.5,30,5,103.23,3
"411","3","3","4","3","1","1","4","815","2","1","1910","band",9,45,42,16,83,0.625,30,0,1950,58.8,41.2,0,0,2.5,1,40,5,106.45,3
"513","2","3","3","2","1","2","1","816","2","3","1910","band",2,42.5998417681987,39,15.1,71,0.625,30,5.53137720698641,1700,52.6496513040503,36.4828969292897,1.26795915186047,0.0309973296828914,2.5,1.5,33.0386060682143,5,106.1,3
"481","3","3","4","3","1","1","1","802","2","3","1911","band",7,37,65,16,80,0.625,50,6.6,1640,54.9,38.5,3,0,3,1,32,5,103.13,3
"44","2","3","4","1","1","2","3","827","4","3","1911","noband",2,60,43,15.8,57,0.75,24,1.2,1480,58.1,40.7,0,0,1.4,1.7,33,5,103.12,3
"145","2","3","2","1","1","2","3","828","4","1","1910","noband",2,40,62,16,84,0.9375,32,0,2200,58.8,41.2,4,0,1.4,1,30,5,106.45,3
"169","2","3","2","1","1","1","3","824","4","1","1910","band",2,40,62,16,80,0.8125,40,0,2250,62.5,37.5,0,0,2.5,0.7,30,5,110,3
"328","2","2","2","1","1","1","3","824","4","1","1910","noband",9,42,48,15,76,0.875,30,3.6,2050,60.2,36.2,0,0,2.5,1,30,5,93.55,1
"456","2","3","4","1","1","2","4","816","4","3","1910","band",2,40,60,15,85,1,25,6.9,2100,54,39.1,0,0,2.5,1.2,35,5,103.13,3
"175","2","3","2","1","1","1","3","824","4","1","1910","noband",2,40,64,16,76,0.8125,23,4.8,1835,59.5,35.7,3,0,2,0.7,30,5,106.45,3
"319","3","3","2","1","1","2","2","813","2","3","1910","noband",9,55,47,14,71,0.691244754419792,29.747854242009,0,1600,62.5,37.5,0,0,2.5,0.7,40,5,90.3,3
"103","2","3","4","1","1","2","2","813","2","3","1910","noband",5,40,44,15.5,68,0.75,29.2507203704792,5.6,1750,55.6,38.9,0,0,1.5,0.5,35,5,103.125,3
"294","3","3","4","3","1","2","2","813","2","3","1911","noband",5,45,56,16,64,0.75,29.7754059679366,11.1,1350,55.5,33.3,0,0,2.5,0.5,28,5,103.3,3
"505","2","3","3","3","1","2","3","821","3","3","1911","band",7,45.1259570990843,50,15.7,82,0.73220618315102,30,5.79722714754476,1850,56.0465887426391,38.838098499166,1.41020082976707,0.0310910384339387,2.4048730721606,0.984792990780484,34.9496610276134,5,103.22,3
"480","3","3","4","3","1","2","1","802","3","3","1910","band",7,45,63,15,80,0.75,50,0,1470,58.8,41.2,2,0,3,1,34,5,100,3
"257","2","3","2","1","1","2","3","828","4","1","1911","noband",2,50,61,14.2,88,1,29,0,2350,52.6,47.4,2.12473988216988,0,2.5,1.1,30,5,93.75,3
"380","2","2","2","1","1","2","4","816","3","1","1910","noband",2,32,47,20,79,0.3125,29,0,2189,58.1,41.9,5,0,2.5,1.25,30,5,100,3
"506","2","3","3","3","1","2","3","821","3","3","1911","band",7,44.5042180675051,60,15,82,0.5,22,5.74833371944206,1800,55.1373743178884,38.2073849547155,1.35734907343818,0.0315321492395135,2.5,1,34.4921003878879,5,96.8,3
"23","2","3","2","1","1","2","3","827","3","1","1911","band",2,40,41,15.8,72,1,30,0,2000,62.5,37.5,0,0,2.5,1,30,5,107.4,3
"129","2","3","2","1","1","2","3","824","4","1","1911","noband",9,40,50,16,70,0.5625,30,0,2400,58.8,41.2,8,0,1.5,0.5,33,5,103.125,3
"450","2","3","2","1","1","2","3","824","4","3","1910","noband",9,45,57,15,88,0.5625,30,10.4,1900,52.1,37.5,0,0,2.5,1.8,30,5,100,3
"190","3","3","4","3","1","1","3","821","4","3","1911","band",7,47,41,18,74,0.5,30,17.7,1900,44.2,38.1,2,0,2.5,1,40,2,100,3
"508","2","3","3","3","1","2","3","821","3","3","1910","band",7,44.997349922032,56,14.1,82,0.625,40,5.83724955572774,1800,55.6367844403913,38.5529092181318,1.34517994301109,0.0325893937721338,2.5,0.9,34.8938071972645,5,96.9,3
"268","2","3","2","1","1","2","3","828","4","3","1910","noband",9,40,54,14.7,90,0.875,32.3826504751672,0,2300,52.6,47.4,4,0,3,1.1,33,3,111.1,3
"296","3","3","4","3","1","1","3","828","4","1","1910","noband",10,30,56,14.7,83,1,30,10.8,1600,53.8,35.5,0,6,2.6,1.2,40,3,100,3
"368","2","3","4","1","1","2","4","816","4","3","1910","noband",2,40,43,15.6,81,0.5,34,0,2400,62.5,37.5,5,0,2.18101086398237,0.9,35,5,96.77,3
"233","2","3","2","1","1","2","3","824","4","1","1911","noband",6,50,58,16,75.5716318110398,0.875,24,0,2200,58.8,41.2,0,0,1.2,0.6,30,6,93.75,3
"458","3","3","4","3","1","1","4","816","2","3","1910","band",9,50,60,16,78,0.5,28,4.5,1520,53,42,0,0,2.5,1.5,34,5,106.2,3
"79","3","3","4","3","1","2","2","813","2","3","1910","noband",9,52,43,15.1,76,0.5,31,6.6,1650,54.9,38.5,0,0,2.5,1.5,40,5,109.67,3
"35","2","3","2","1","1","2","2","813","2","3","1911","noband",1,30,42,15.4,64,0.875,29.1902457606856,0,1425,63,37,0,0,1,1.3,34,5,107.4,3
"344","3","3","4","3","3","2","1","802","2","2","1911","noband",2,60,46,15.7851930784912,70,0.625,50,19,1391,47.6,33.3,0,0,2.7,0.7,38,5,114.29,3
"402","3","3","4","3","1","2","3","821","4","3","1910","noband",2,40,42,16,78,0.625,20,0,1550,62.5,37.5,0,0,2.5,1,40,5,106.25,3
"110","3","3","4","3","1","2","3","821","4","1","1910","band",7,50,56,15.2,76,0.625,25,3.4,1760,56.8,39.8,2,0,2.5,0.8,34,5,103.125,3
"495","2","3","4","1","1","2","4","816","3","3","1910","band",9,50,56,15,80,0.1875,26,5.70365873663935,1950,56.7895688113685,39.3554587223118,1.54203049172271,0.0279346081271231,2.5,1.5,35.000021082823,5,102.857,3
"442","2","3","4","1","1","2","1","802","2","3","1910","noband",2,27,41,17.58,80,0.75,50,3.4,1490,56.8,39.8,0,0,3,1,35,5,103.125,3
"72","2","3","2","1","1","2","3","821","4","1","1910","noband",2,55,37,16,75,0.625,20,5.6,1850,55.6,38.9,0,0,0.8,0.75,33,5,109.67,3
"403","2","3","4","1","1","1","1","802","2","3","1910","noband",2,32,42,16,70,0.625,46,0,1350,60.2,39.8,0,0,3,1,34,5,100,3
"171","3","3","2","1","1","2","2","813","2","3","1910","band",9,50,64,18,64,1,32.1128568639847,0,1300,62.5,37.5,0,0,3,1,40,5,106.45,3
"92","3","3","4","3","1","2","3","821","4","3","1911","band",7,42,46,14,77,0.625,42,15.8,1850,49.5,34.6,8,0,1.5,0.8,34,5,100,3
"357","2","3","2","1","1","2","4","815","4","1","1910","band",2,37.5900878293142,42,16.1,73,0.625,30,0,2000,61.9,38.1,0,0,2.8,1,30,4.10966635661353,90.0064046630615,2.54753742498911
"457","3","3","4","3","1","2","4","816","2","3","1911","band",2,50,65,16,80,0.5,28,12.5,1550,50,37.5,0,0,2.5,1.5,34,5,106.45,3
"236","3","3","4","3","1","2","4","816","4","3","1911","band",9,62,47,17,75,0.75,30,14.3,1700,47.6,38.1,0,0,3,0.5,40,5,96.9,3
"282","3","3","4","3","3","2","1","802","3","3","1910","noband",2,40,50,13.5,75,0.75,45,0,1700,58.8,41.2,0,0,3,0.6,40,3,100,3
"370","2","3","2","1","1","2","3","827","3","1","1910","noband",2,45,42,14.9,75,1,25,10.5,1660,52.6,36.9,0,0,2.5,1,30,5,101.67,3
"445","2","3","4","1","1","2","1","802","2","3","1910","noband",2,40,60,15,80,0.625,50,0,1400,58.8,41.2,0,0,3,0.6,34,5,103.1,3
"400","3","3","4","3","1","2","4","816","3","3","1910","noband",9,40,42,12.7,84,0.5,32,0,1750,62.5,37.5,0,0,2.5,0.9,40,5,100,3
"482","2","3","4","1","1","2","3","821","4","3","1910","band",7,40,39,15,83,0.625,30,0,2000,58.1,41.9,1,0,2.5,0.6,35,5,100,3
"421","2","3","2","1","1","2","4","816","3","1","1910","noband",2,37,50,15.5,95,0.625,26,0,2350,62.5,37.5,1,0,2.6,0.6,30,5,106.45,3
"280","2","3","2","1","1","2","3","828","4","1","1910","noband",9,30,50,15.8,92,1,30.0481966223712,0,2400,58.5,41.2,2,0,3,1.4,33,3,96.8,3
"392","2","3","4","1","1","2","3","828","4","4","1910","noband",9,45,41,14.6,74,1,32,21,2300,47.6,31.4,4,0,2.5,1.1,35,5,96.77,3
"34","2","3","2","1","1","1","3","828","4","3","1911","band",2,40,47,17,78,0.75,35,0,2400,58.8,41.2,4,0,2.5,1,30,5,100,3
"29","2","3","2","1","1","1","3","828","4","1","1910","band",2,30,45,17,70,0.75,35,0,2200,58.8,41.2,0,0,2.5,1,33,5,106.45,3
"300","3","3","4","3","1","1","3","821","4","3","1911","noband",7,57,51,15.2,70,0.625,25,11.1,1850,50.5,38.4,3,0,2.5,0.8,34,1,100,3
"446","2","3","4","1","1","2","1","802","2","3","1910","noband",7,48.4002366756108,60,15,80,0.625,50,6.6,1400,54.9,38.5,6,0,3,1.1,34,5,103.1,3
"174","2","3","2","1","1","1","3","824","4","1","1910","noband",9,40,64,15.4,88,0.5625,24,4.4,1835,55.5,40,2,0,2,1.3,30,5,106.45,3
"534","2","3","3","3","1","2","3","827","4","3","1910","band",2,47.135501923905,56,18.3,80,1,32,6.09631400236865,1900,58.3614531570217,40.4413327751003,1.42884817801937,0.0336241848939627,2.51366277117026,1.02768292765442,36.5377020738671,5,110,3
"488","2","3","4","1","1","2","4","816","4","3","1910","band",9,40,40,15.5,75,0.75,25,6.55419078431985,1100,50.7829611875462,35.1714879089836,0.413799709461596,0.0554227487789816,2.5,1,34.820855217137,5,102.941,3
"419","3","3","4","3","1","2","4","815","2","3","1910","band",2,40,54,22.2,77,0.625,32,6.25,1000,56.25,37.5,0,0,3,1.2,40,5,106.45,3
"375","3","3","4","3","1","1","1","802","2","3","1910","band",7,40,42,15,65,0.75,55,0,1650,62.5,37.5,0,0,2.5,1,40,5,96.77,3
"81","3","3","4","3","1","2","2","813","2","3","1910","noband",1,52,37,15,66,0.75,29.5418629904542,13.3,1600,55.6,42.2,0,0,2.4,0.8,40,5,100,3
"95","3","3","4","3","1","1","3","827","4","3","1910","noband",9,45,44,15.5,75,1.25,20,14.1,1300,50.5,35.4,0,0,2.5,1.5,40,5,110,3
"463","2","3","4","1","1","1","4","816","2","3","1910","band",9,55,61,21,78,1,28,0,1500,58.8,41.2,3,0,2.5,0.7,35,5,100,3
"422","2","3","2","1","1","2","4","816","3","1","1910","noband",2,37,41,15,80,0.5,30,0,2398,58.8,41.2,9,0,2.5,0.7,30,5,106.45,3
"410","3","3","4","3","1","1","4","815","2","3","1910","band",9,40,54,14.8,87,0.725357605215408,29,0,1000,58.8,41.2,0,0,2.9,1,40,5,106.45,3
"394","3","3","4","3","1","2","4","815","4","2","1910","noband",9,50,42,16,88,0.75,33,11.5,1650,52.1,36.4,0,0,2.5,1,38,5,106.25,3
"483","2","3","4","1","1","2","3","821","4","3","1911","band",7,40,39,15,72,0.375,30,0,2000,58.1,41.9,1,0,2.5,0.3,35,5,109.9,3
"431","2","3","2","1","1","1","3","824","4","3","1910","band",2,40,58,17,75,0.05625,30,0,1900,58.8,41.2,0,0,2.6,1.4,30,5,103.225,3
"322","2","3","2","1","1","1","4","815","3","1","1910","band",1,40,49,14,82,0.625,30,0,2150,65.2,34.8,1,0,2.5,0.9,30,5,93.75,1
"393","3","3","4","3","1","2","3","821","4","3","1910","noband",7,45,42,14.8,72,0.625,20,0,1800,58.8,41.2,0,0,2.5,0.9,34,5,106.25,3
"311","2","3","2","1","1","1","4","815","3","1","1910","band",1,40,60,15.5,73,0.75,28,0,1850,65.2,34.8,0,0,2.8,1,30,5,100,1
"229","3","3","4","2","1","1","2","813","2","3","1910","band",6,50,59,15,90,0.75,33.0987690815276,0,1500,58.8,41.2,0,0,2.5,1,40,3,100,3
"412","3","3","4","3","1","1","1","802","2","3","1910","noband",2,45,41,13.3,70,0.75,50,0,1700,60.2,39.8,0,0,3,0.8,38,5,117.85,3
"220","3","3","2","3","1","1","4","815","4","1","1910","noband",2,55,54,15,82,0.75,38,0,1800,58.8,41.2,0,0,2,1,33,3,100,3
"316","3","3","4","3","1","2","2","813","2","3","1911","noband",5,55,47,13,70,0.713498289596177,30.84081882574,14.1,1600,50.5,35.3,0,0,2.5,0.5,40,3,106.25,3
"253","3","3","4","3","1","1","1","802","2","3","1910","noband",2,60,53,18,103,0.625,50,22.1,1600,41,36.9,0,0,3,0.7,40,3,105.2,3
"168","2","3","4","1","1","2","4","815","4","3","1911","band",9,35,62,14.5,94,1,35,0,1900,63.3,36.7,0,0,2.5,1,35,5,106.89,3
"302","2","3","4","1","1","2","3","824","4","3","1910","noband",2,40,55,15.4,80,0.8125,30,10.2,2400,51,38.8,0,0,1.7,0.7,30,7,93.75,3
"166","3","3","4","2","1","2","4","815","2","3","1910","band",2,40,65,16.2,79,0.625,30,0,1500,62.5,37.5,4,0,2.5,1,38,5,106.45,3
"201","3","3","4","3","1","2","2","813","2","3","1910","noband",5,47,54,16.08,69,1,30.7377608165596,3.3,1700,55.5,41.1,0,0,2.5,0.9,40,1,103.3,3
"80","2","3","4","1","1","2","3","828","4","4","1910","noband",9,40,44,16.1,78,0.9375,30,5.6,1800,55.6,38.9,0,0,2,1,35,5,103.22,3
"335","2","3","4","3","1","1","4","816","4","3","1911","band",9,47,52,15.2,76,0.75,30,17.5,1700,48.7,33.8,0,0,2.5,0.8,35,5,114.3,3
"531","2","3","3","1","1","2","3","828","4","3","1910","band",2,45.6481461443539,53,17,73,0.75,35,5.57543442707985,2100,57.9727426823841,40.179034298394,1.73816980857918,0.0233432334142688,2.6,1.3,35.1305723103413,5,113.3,3
"416","3","3","4","3","1","2","3","821","4","3","1910","noband",7,55,40,15.1,69,0.625,20,19.5,1450,44.2,36.3,0,0,2.5,0.9,34,5,106.45,3
"118","2","3","2","1","1","2","4","815","4","1","1911","band",2,30,63,13,94,1,29,0,1800,56.2,43.8,0,0,2.5,1,30,5,110,3
"376","3","3","4","3","1","1","3","821","4","3","1910","band",7,50,43,14,74,0.625,20,2.2,1800,56.2,41.6,0,0,3,1,38,5,96.875,3
"427","2","3","2","1","1","2","3","824","4","1","1910","noband",2,30,41,15.5,74,0.8125,30,2.5,1900,58,39.5,4,0,1.9,1.3,30,5,114.28,3
"107","2","3","2","1","1","2","4","815","3","1","1910","band",2,40,55,15.5,92,0.75,22,9.6,1550,53.2,37.2,1,0,2.9,1.3,33,5,106.66,3
"283","3","3","4","3","1","2","3","821","4","3","1910","noband",7,50,50,16.2,75,0.75,25,3.3,1850,54.9,41.8,2,0,2.7,0.9,40,3,100,3
"146","2","3","2","1","1","2","4","816","4","1","1910","noband",9,40,64,15.5,85,1,26,0,2400,58.8,41.2,0,0,2.5,1,30,5,103.125,3
"339","2","3","4","3","1","2","4","816","4","2","1910","band",2,55,48,18,76,0.25,24,10,1600,60,30,0,0,3,0.9,35,5,93.55,1
