"","Sex","Age","Debt","Married","BankCustomer","EducationLevel","Ethicity","Years_employed","PriorDefault","Employed","CreditScore","Driverslicense","Citizen","Zipcode","Income","class"
"111","a",24.5,1.04,"y","BankCustomer_p","EducationLevel_ff","Ethicity_ff",0.5,"PriorDefault_t","Employed_t",3,"Driverslicense_f","Citizen_g",180,147,"-"
"63","a",20.42,0.835,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",1.585,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",0,0,"+"
"312","a",16.33,0.21,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.125,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",200,1,"-"
"125","b",34.92,5,"u","BankCustomer_g","EducationLevel_x","Ethicity_h",7.5,"PriorDefault_t","Employed_t",6,"Driverslicense_t","Citizen_g",0,1000,"+"
"137","b",33.58,2.75,"u","BankCustomer_g","EducationLevel_m","Ethicity_v",4.25,"PriorDefault_t","Employed_t",6,"Driverslicense_f","Citizen_g",204,0,"+"
"213","b",23.08,11.5,"u","BankCustomer_g","EducationLevel_i","Ethicity_v",3.5,"PriorDefault_t","Employed_t",9,"Driverslicense_f","Citizen_g",56,742,"+"
"151","a",58.33,10,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",4,"PriorDefault_t","Employed_t",14,"Driverslicense_f","Citizen_g",0,1602,"+"
"519","b",39.17,1.71,"u","BankCustomer_g","EducationLevel_x","Ethicity_v",0.125,"PriorDefault_t","Employed_t",5,"Driverslicense_t","Citizen_g",480,0,"+"
"449","b",20,7,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.5,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,0,"-"
"120","b",39.92,6.21,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",0.04,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",200,300,"+"
"168","b",36.67,3.25,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",9,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",102,639,"+"
"218","b",53.92,9.625,"u","BankCustomer_g","EducationLevel_e","Ethicity_v",8.665,"PriorDefault_t","Employed_t",5,"Driverslicense_f","Citizen_g",0,0,"+"
"388","b",26.67,14.585,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",0,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",178,0,"-"
"96","b",23,0.625,"y","BankCustomer_p","EducationLevel_aa","Ethicity_v",0.125,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",180,1,"-"
"501","b",39,5,"u","BankCustomer_g","EducationLevel_cc","Ethicity_v",3.5,"PriorDefault_t","Employed_t",10,"Driverslicense_t","Citizen_g",0,0,"+"
"453","b",29.75,0.665,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",0.25,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",300,0,"-"
"546","b",23.58,0.46,"y","BankCustomer_p","EducationLevel_w","Ethicity_v",2.625,"PriorDefault_t","Employed_t",6,"Driverslicense_t","Citizen_g",208,347,"-"
"571","b",21,3,"y","BankCustomer_p","EducationLevel_d","Ethicity_v",1.085,"PriorDefault_t","Employed_t",8,"Driverslicense_t","Citizen_g",160,1,"+"
"126","b",47.67,2.5,"u","BankCustomer_g","EducationLevel_m","Ethicity_bb",2.5,"PriorDefault_t","Employed_t",12,"Driverslicense_t","Citizen_g",410,2510,"+"
"193","b",22.67,1.585,"y","BankCustomer_p","EducationLevel_w","Ethicity_v",3.085,"PriorDefault_t","Employed_t",6,"Driverslicense_f","Citizen_g",80,0,"+"
"246","b",45,8.5,"u","BankCustomer_g","EducationLevel_cc","Ethicity_h",14,"PriorDefault_t","Employed_t",1,"Driverslicense_t","Citizen_g",88,2000,"+"
"544","b",30.08,1.04,"y","BankCustomer_p","EducationLevel_i","Ethicity_bb",0.5,"PriorDefault_t","Employed_t",10,"Driverslicense_t","Citizen_g",132,28,"-"
"653","b",21.5,11.5,"u","BankCustomer_g","EducationLevel_i","Ethicity_v",0.5,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",100,68,"-"
"464","a",23,1.835,"u","BankCustomer_g","EducationLevel_j","Ethicity_j",0,"PriorDefault_f","Employed_t",1,"Driverslicense_f","Citizen_g",200,53,"-"
"368","a",23.58,11.5,"y","BankCustomer_p","EducationLevel_k","Ethicity_h",3,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",20,16,"-"
"198","b",27.58,2.04,"y","BankCustomer_p","EducationLevel_aa","Ethicity_v",2,"PriorDefault_t","Employed_t",3,"Driverslicense_t","Citizen_g",370,560,"+"
"143","b",22.33,11,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",2,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",80,278,"+"
"458","b",36.17,5.5,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",5,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",210,687,"-"
"588","b",26.67,1.75,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",1,"PriorDefault_t","Employed_t",5,"Driverslicense_t","Citizen_g",160,5777,"+"
"356","b",41.17,1.335,"u","BankCustomer_g","EducationLevel_d","Ethicity_v",0.165,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",168,0,"-"
"206","a",71.58,0,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_p",176.463099630996,0,"+"
"492","b",39.25,9.5,"u","BankCustomer_g","EducationLevel_m","Ethicity_v",6.5,"PriorDefault_t","Employed_t",14,"Driverslicense_f","Citizen_g",240,4607,"+"
"124","a",23.5,9,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",8.5,"PriorDefault_t","Employed_t",5,"Driverslicense_t","Citizen_g",120,0,"+"
"165","a",40.83,10,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",1.75,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",29,837,"+"
"377","b",20.67,0.835,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",2,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_s",240,0,"-"
"394","b",41.17,1.25,"y","BankCustomer_p","EducationLevel_w","Ethicity_v",0.25,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,195,"-"
"601","b",42.25,1.75,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",0,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",150,1,"-"
"76","b",34.08,6.5,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.125,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",443,0,"-"
"599","b",20.5,2.415,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",2,"PriorDefault_t","Employed_t",11,"Driverslicense_t","Citizen_g",200,3000,"+"
"23","a",27.42,14.5,"u","BankCustomer_g","EducationLevel_x","Ethicity_h",3.085,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",120,11,"+"
"157","a",68.67,15,"u","BankCustomer_g","EducationLevel_e","Ethicity_z",0,"PriorDefault_t","Employed_t",14,"Driverslicense_f","Citizen_g",0,3376,"+"
"495","b",19.17,9.5,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",1.5,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",120,2206,"+"
"437","a",53.33,0.165,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_s",62,27,"-"
"71","b",34.83,4,"u","BankCustomer_g","EducationLevel_d","Ethicity_bb",12.5,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",176.463099630996,0,"-"
"176","b",25,12.5,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",3,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_s",20,0,"+"
"262","a",48.17,1.335,"u","BankCustomer_g","EducationLevel_i","Ethicity_o",0.335,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,120,"-"
"186","b",40,6.5,"u","BankCustomer_g","EducationLevel_aa","Ethicity_bb",3.5,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",0,500,"+"
"41","b",28.92,15,"u","BankCustomer_g","EducationLevel_c","Ethicity_h",5.335,"PriorDefault_t","Employed_t",11,"Driverslicense_f","Citizen_g",0,2283,"+"
"509","b",21,4.79,"y","BankCustomer_p","EducationLevel_w","Ethicity_v",2.25,"PriorDefault_t","Employed_t",1,"Driverslicense_t","Citizen_g",80,300,"+"
"486","b",28.17,0.125,"y","BankCustomer_p","EducationLevel_k","Ethicity_v",0.085,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",216,2100,"-"
"393","b",24.75,0.54,"u","BankCustomer_g","EducationLevel_m","Ethicity_v",1,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",120,1,"-"
"150","a",46.67,0.46,"u","BankCustomer_g","EducationLevel_cc","Ethicity_h",0.415,"PriorDefault_t","Employed_t",11,"Driverslicense_t","Citizen_g",440,6,"+"
"117","b",52.5,6.5,"u","BankCustomer_g","EducationLevel_k","Ethicity_v",6.29,"PriorDefault_t","Employed_t",15,"Driverslicense_f","Citizen_g",0,11202,"+"
"351","b",22.17,0.585,"y","BankCustomer_p","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",100,0,"-"
"28","b",57.42,8.5,"u","BankCustomer_g","EducationLevel_e","Ethicity_h",7,"PriorDefault_t","Employed_t",3,"Driverslicense_f","Citizen_g",0,0,"+"
"510","b",13.75,4,"y","BankCustomer_p","EducationLevel_w","Ethicity_v",1.75,"PriorDefault_t","Employed_t",2,"Driverslicense_t","Citizen_g",120,1000,"+"
"491","b",24.17,0.875,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",4.625,"PriorDefault_t","Employed_t",2,"Driverslicense_t","Citizen_g",520,2000,"+"
"514","b",22.67,2.54,"y","BankCustomer_p","EducationLevel_c","Ethicity_h",2.585,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",0,0,"+"
"295","a",31.92,3.125,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",3.04,"PriorDefault_f","Employed_t",2,"Driverslicense_t","Citizen_g",200,4,"-"
"315","b",23,0.75,"u","BankCustomer_g","EducationLevel_m","Ethicity_v",0.5,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_s",320,0,"-"
"535","a",33.92,1.585,"y","BankCustomer_p","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",320,0,"-"
"503","b",28.25,5.125,"u","BankCustomer_g","EducationLevel_x","Ethicity_v",4.75,"PriorDefault_t","Employed_t",2,"Driverslicense_f","Citizen_g",420,7,"+"
"50","a",25.75,0.5,"u","BankCustomer_g","EducationLevel_c","Ethicity_h",0.875,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",491,0,"+"
"362","b",26.83,0.54,"u","BankCustomer_g","EducationLevel_k","Ethicity_ff",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",100,0,"-"
"273","b",38.25,10.125,"y","BankCustomer_p","EducationLevel_k","Ethicity_v",0.125,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",160,0,"-"
"631","a",27.25,0.29,"u","BankCustomer_g","EducationLevel_m","Ethicity_h",0.125,"PriorDefault_f","Employed_t",1,"Driverslicense_t","Citizen_g",272,108,"-"
"387","b",21.17,0,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_s",0,0,"-"
"84","b",27.25,0.625,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.455,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",200,0,"-"
"551","b",51.33,10,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",0,"PriorDefault_t","Employed_t",11,"Driverslicense_f","Citizen_g",0,1249,"+"
"505","b",31.33,19.5,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",7,"PriorDefault_t","Employed_t",16,"Driverslicense_f","Citizen_g",0,5000,"+"
"459","b",25.67,0.29,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",1.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",160,0,"-"
"444","a",17.67,0,"y","BankCustomer_p","EducationLevel_j","Ethicity_ff",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",86,0,"-"
"353","b",30.75,1.585,"u","BankCustomer_g","EducationLevel_d","Ethicity_v",0.585,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_s",0,0,"-"
"299","b",22.17,12.125,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",3.335,"PriorDefault_f","Employed_t",2,"Driverslicense_t","Citizen_g",180,173,"-"
"323","b",48.58,0.205,"y","BankCustomer_p","EducationLevel_k","Ethicity_v",0.25,"PriorDefault_t","Employed_t",11,"Driverslicense_f","Citizen_g",380,2732,"+"
"354","b",36.67,2,"u","BankCustomer_g","EducationLevel_i","Ethicity_v",0.25,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",221,0,"-"
"657","a",38.92,1.665,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.25,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,390,"-"
"77","a",19.17,0.585,"y","BankCustomer_p","EducationLevel_aa","Ethicity_v",0.585,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",160,0,"-"
"638","b",28.58,3.625,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.25,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",100,0,"-"
"403","a",22.67,0.335,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",0.75,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_s",160,0,"-"
"516","a",60.92,5,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",4,"PriorDefault_t","Employed_t",4,"Driverslicense_f","Citizen_g",0,99,"+"
"625","b",23.75,12,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",2.085,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_s",80,0,"-"
"32","b",49.5,7.585,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",7.585,"PriorDefault_t","Employed_t",15,"Driverslicense_t","Citizen_g",0,5000,"+"
"340","a",39.08,4,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",3,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",480,0,"-"
"307","b",18.58,10.29,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0.415,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",80,0,"-"
"75","b",20.67,5.29,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",0.375,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",160,0,"-"
"178","a",18.42,9.25,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",1.21,"PriorDefault_t","Employed_t",4,"Driverslicense_f","Citizen_g",60,540,"+"
"160","b",27.67,2,"u","BankCustomer_g","EducationLevel_x","Ethicity_h",1,"PriorDefault_t","Employed_t",4,"Driverslicense_f","Citizen_g",140,7544,"+"
"343","b",33.75,2.75,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",180,0,"-"
"345","b",62.75,7,"u","BankCustomer_g","EducationLevel_e","Ethicity_z",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,12,"-"
"584","a",28.08,15,"y","BankCustomer_p","EducationLevel_e","Ethicity_z",0,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",0,13212,"+"
"298","b",16.33,2.75,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.665,"PriorDefault_f","Employed_t",1,"Driverslicense_f","Citizen_g",80,21,"-"
"682","b",17.08,3.29,"u","BankCustomer_g","EducationLevel_i","Ethicity_v",0.335,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",140,2,"-"
"602","b",29.83,1.25,"y","BankCustomer_p","EducationLevel_k","Ethicity_v",0.25,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",224,0,"-"
"404","b",34,5.085,"y","BankCustomer_p","EducationLevel_i","Ethicity_bb",1.085,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",480,0,"-"
"461","b",24.08,0.875,"u","BankCustomer_g","EducationLevel_m","Ethicity_v",0.085,"PriorDefault_f","Employed_t",4,"Driverslicense_f","Citizen_g",254,1950,"-"
"300","a",57.58,2,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",6.5,"PriorDefault_f","Employed_t",1,"Driverslicense_f","Citizen_g",0,10,"-"
"490","a",47.25,0.75,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",2.75,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",333,892,"+"
"42","b",29.67,1.415,"u","BankCustomer_g","EducationLevel_w","Ethicity_h",0.75,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",240,100,"+"
"248","b",24.5,12.75,"u","BankCustomer_g","EducationLevel_c","Ethicity_bb",4.75,"PriorDefault_t","Employed_t",2,"Driverslicense_f","Citizen_g",73,444,"+"
"214","b",26.67,2.71,"y","BankCustomer_p","EducationLevel_cc","Ethicity_v",5.25,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",211,0,"+"
"500","b",31.6297058823529,4,"u","BankCustomer_g","EducationLevel_x","Ethicity_v",5,"PriorDefault_t","Employed_t",3,"Driverslicense_t","Citizen_g",290,2279,"+"
"687","a",25.25,13.5,"y","BankCustomer_p","EducationLevel_ff","Ethicity_ff",2,"PriorDefault_f","Employed_t",1,"Driverslicense_t","Citizen_g",200,1,"-"
"513","b",20.25,9.96,"u","BankCustomer_g","EducationLevel_e","Ethicity_dd",0,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",0,0,"+"
"22","a",47.75,8,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",7.875,"PriorDefault_t","Employed_t",6,"Driverslicense_t","Citizen_g",0,1260,"+"
"209","b",39.5,4.25,"u","BankCustomer_g","EducationLevel_c","Ethicity_bb",6.5,"PriorDefault_t","Employed_t",16,"Driverslicense_f","Citizen_g",117,1210,"+"
"251","b",41.42,5,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",5,"PriorDefault_t","Employed_t",6,"Driverslicense_t","Citizen_g",470,0,"+"
"460","a",24.5,2.415,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",120,0,"-"
"134","b",32.67,5.5,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",5.5,"PriorDefault_t","Employed_t",12,"Driverslicense_t","Citizen_g",408,1000,"+"
"662","a",23.5,1.5,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",0.875,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",160,0,"-"
"265","b",17.08,0.085,"y","BankCustomer_p","EducationLevel_c","Ethicity_v",0.04,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",140,722,"-"
"517","b",16.08,0.75,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",1.75,"PriorDefault_t","Employed_t",5,"Driverslicense_t","Citizen_g",352,690,"+"
"24","a",41.17,6.5,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",0.5,"PriorDefault_t","Employed_t",3,"Driverslicense_t","Citizen_g",145,0,"+"
"629","a",19.58,0.665,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",1.665,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",220,5,"-"
"314","b",16.25,0,"y","BankCustomer_p","EducationLevel_aa","Ethicity_v",0.25,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",60,0,"-"
"558","b",51.42,0.04,"u","BankCustomer_g","EducationLevel_x","Ethicity_h",0.04,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",0,3000,"+"
"19","a",19.17,8.585,"u","BankCustomer_g","EducationLevel_cc","Ethicity_h",0.75,"PriorDefault_t","Employed_t",7,"Driverslicense_f","Citizen_g",96,0,"+"
"636","b",40.92,0.5,"y","BankCustomer_p","EducationLevel_m","Ethicity_v",0.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",130,0,"-"
"438","a",27.17,1.25,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_t",1,"Driverslicense_f","Citizen_g",92,300,"-"
"607","b",32.33,3.5,"u","BankCustomer_g","EducationLevel_k","Ethicity_v",0.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",232,0,"-"
"113","a",33.75,0.75,"u","BankCustomer_g","EducationLevel_k","Ethicity_bb",1,"PriorDefault_t","Employed_t",3,"Driverslicense_t","Citizen_g",212,0,"-"
"686","a",22.67,0.75,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",2,"PriorDefault_f","Employed_t",2,"Driverslicense_t","Citizen_g",200,394,"-"
"529","b",43.25,25.21,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",0.21,"PriorDefault_t","Employed_t",1,"Driverslicense_f","Citizen_g",760,90,"-"
"496","a",25,0.875,"u","BankCustomer_g","EducationLevel_x","Ethicity_h",1.04,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",160,5860,"+"
"439","b",25.92,0.875,"u","BankCustomer_g","EducationLevel_k","Ethicity_v",0.375,"PriorDefault_f","Employed_t",2,"Driverslicense_t","Citizen_g",174,3,"-"
"637","b",19.5,9.585,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.79,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",80,350,"-"
"306","b",23.5,2.75,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",4.5,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",160,25,"-"
"155","a",21.67,11.5,"y","BankCustomer_p","EducationLevel_j","Ethicity_j",0,"PriorDefault_t","Employed_t",11,"Driverslicense_t","Citizen_g",0,0,"+"
"211","b",24.33,6.625,"y","BankCustomer_p","EducationLevel_d","Ethicity_v",5.5,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_s",100,0,"+"
"82","b",39.83,0.5,"u","BankCustomer_g","EducationLevel_m","Ethicity_v",0.25,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_s",288,0,"-"
"91","b",31.42,15.5,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.5,"PriorDefault_t","Employed_f",0,"Driverslicense_f","Citizen_g",120,0,"-"
"474","b",20.67,0.415,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",0.125,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,44,"-"
"142","b",43,0.29,"y","BankCustomer_p","EducationLevel_cc","Ethicity_h",1.75,"PriorDefault_t","Employed_t",8,"Driverslicense_f","Citizen_g",100,375,"+"
"674","a",37.33,2.5,"u","BankCustomer_g","EducationLevel_i","Ethicity_h",0.21,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",260,246,"-"
"289","a",21.75,1.75,"y","BankCustomer_p","EducationLevel_j","Ethicity_j",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",160,0,"-"
"114","b",20.67,1.25,"y","BankCustomer_p","EducationLevel_c","Ethicity_h",1.375,"PriorDefault_t","Employed_t",3,"Driverslicense_t","Citizen_g",140,210,"-"
"553","b",38.58,3.335,"u","BankCustomer_g","EducationLevel_w","Ethicity_v",4,"PriorDefault_t","Employed_t",14,"Driverslicense_f","Citizen_g",383,1344,"+"
"405","a",69.5,6,"u","BankCustomer_g","EducationLevel_ff","Ethicity_ff",0,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_s",0,0,"-"
"180","b",47.67,0.29,"u","BankCustomer_g","EducationLevel_c","Ethicity_bb",15,"PriorDefault_t","Employed_t",20,"Driverslicense_f","Citizen_g",0,15000,"+"
"221","b",65.42,11,"u","BankCustomer_g","EducationLevel_e","Ethicity_z",20,"PriorDefault_t","Employed_t",7,"Driverslicense_t","Citizen_g",22,0,"+"
"342","b",26.92,2.25,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",0.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",640,4000,"-"
"355","a",16,0.165,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",1,"PriorDefault_f","Employed_t",2,"Driverslicense_t","Citizen_g",320,1,"-"
"60","b",56.75,12.25,"u","BankCustomer_g","EducationLevel_m","Ethicity_v",1.25,"PriorDefault_t","Employed_t",4,"Driverslicense_t","Citizen_g",200,0,"+"
"663","b",32.08,4,"y","BankCustomer_p","EducationLevel_cc","Ethicity_v",1.5,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",120,0,"-"
"201","a",41.33,1,"u","BankCustomer_g","EducationLevel_i","Ethicity_bb",2.25,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",0,300,"+"
"13","b",48.08,6.04,"u","BankCustomer_g","EducationLevel_k","Ethicity_v",0.04,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,2690,"+"
"27","b",56.58,18.5,"u","BankCustomer_g","EducationLevel_d","Ethicity_bb",15,"PriorDefault_t","Employed_t",17,"Driverslicense_t","Citizen_g",0,0,"+"
"484","b",34.67,1.08,"u","BankCustomer_g","EducationLevel_m","Ethicity_v",1.165,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_s",28,0,"-"
"244","b",18.5,2,"u","BankCustomer_g","EducationLevel_i","Ethicity_v",1.5,"PriorDefault_t","Employed_t",2,"Driverslicense_f","Citizen_g",120,300,"+"
"421","b",20.42,1.085,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",1.5,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",108,7,"-"
"525","b",45.17,1.5,"u","BankCustomer_g","EducationLevel_c","Ethicity_v",2.5,"PriorDefault_t","Employed_f",0,"Driverslicense_t","Citizen_g",140,0,"-"
"440","b",23.08,0,"u","BankCustomer_g","EducationLevel_k","Ethicity_v",1,"PriorDefault_f","Employed_t",11,"Driverslicense_f","Citizen_s",0,0,"-"
"643","a",52.5,7,"u","BankCustomer_g","EducationLevel_aa","Ethicity_h",3,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",0,0,"-"
"603","b",20.08,0.25,"u","BankCustomer_g","EducationLevel_q","Ethicity_v",0.125,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",200,0,"-"
"647","b",24.08,9,"u","BankCustomer_g","EducationLevel_aa","Ethicity_v",0.25,"PriorDefault_f","Employed_f",0,"Driverslicense_t","Citizen_g",0,0,"-"
"610","b",20,1.25,"y","BankCustomer_p","EducationLevel_k","Ethicity_v",0.125,"PriorDefault_f","Employed_f",0,"Driverslicense_f","Citizen_g",140,4,"-"
"59","b",43.25,3,"u","BankCustomer_g","EducationLevel_q","Ethicity_h",6,"PriorDefault_t","Employed_t",11,"Driverslicense_f","Citizen_g",80,0,"+"
