"","surgery","Age","rectal_temperature","pulse","respiratory_rate","temp_extremities","peripheral_pulse","mucous_membranes","capillary_refill_time","pain","peristalsis","abdominal_distension","nasogastric_tube","nasogastric_reflux","rectal_examination","abdomen","packed_cell_volume","total_protein","outcome","surgical_lesion"
"85","no","adult",38,54,30,"temp_extremities_warm","peripheral_pulse_reduced","pale pink","meaning unknown","intermittent mild pain","peristalsis_hypermotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_absent","abdomen_distended small intestine",45,6.2,"lived","no"
"312","yes","adult",38.2903941721025,140,39.774389652031,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",30,69,"died","no"
"48","yes","adult",38.9,80,44,"temp_extremities_cool","peripheral_pulse_reduced","pale pink",">=3","depressed","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_decreased","abdomen_normal",54,6.5,"died","yes"
"241","yes","adult",38.2,52,16,"temp_extremities_normal","peripheral_pulse_normal","bright pink","<3","alert no pain","peristalsis_normal","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",43,8.1,"lived","no"
"245","no","adult",38.2794212746416,96,38.9863340811915,"temp_extremities_cool","peripheral_pulse_reduced","pale pink",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",60,20.1699054710363,"died","yes"
"246","yes","adult",37.6,68,32,"temp_extremities_cool","peripheral_pulse_normal","pale pink","<3","intermittent severe pain","peristalsis_normal","abdominal_distension_severe","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_normal","abdomen_distended large intestine",47,7.2,"lived","yes"
"238","no","adult",36.1,88,31.9676578582079,"temp_extremities_cool","peripheral_pulse_reduced","pale pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",45,7,"euthanized","yes"
"218","yes","adult",38.1,40,36,"temp_extremities_normal","peripheral_pulse_increased","bright pink","<3","depressed","peristalsis_normal","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",41.46439509847,26.4145222218686,"euthanized","yes"
"134","yes","adult",38.3004441498416,100,40.496162636091,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_increased","abdomen_distended large intestine",59,6.3,"died","yes"
"342","yes","adult",38.1324799998362,48,96,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","intermittent mild pain","peristalsis_absent","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended small intestine",42,8,"lived","yes"
"341","no","adult",38.3,45,20,"temp_extremities_cool","peripheral_pulse_reduced","bright pink",">=3","depressed","peristalsis_absent","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",46.8402734726996,23.8009951187724,"lived","no"
"293","yes","adult",38.1797137834912,78,24,"temp_extremities_cool","peripheral_pulse_reduced","pale pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended small intestine",43,62,"euthanized","no"
"52","no","adult",38.0640548462425,50.4031589200727,23.519069005854,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_increased","abdomen_other",43,7.7,"lived","no"
"327","no","adult",38.4,52,20,"temp_extremities_warm","peripheral_pulse_normal","pale pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",41,63,"lived","no"
"64","yes","adult",39,64,36,"temp_extremities_cool","peripheral_pulse_normal","pale cyanotic",">=3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_>1l","rectal_examination_absent","abdomen_distended large intestine",44,7.5,"lived","yes"
"340","no","adult",38,56,44,"temp_extremities_cool","peripheral_pulse_reduced","pale pink","<3","intermittent mild pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",47,70,"lived","no"
"294","no","adult",38.5,40,16,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","depressed","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_other",37,67,"lived","no"
"352","no","adult",37.8,60,16,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_>1l","rectal_examination_decreased","abdomen_distended large intestine",41,73,"euthanized","no"
"123","yes","adult",38.2,64,24,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","intermittent severe pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended small intestine",45,7.5,"died","yes"
"249","no","adult",38.2,48,24.1399029789522,"temp_extremities_warm","peripheral_pulse_normal","normal pink",">=3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_other",34,6.6,"lived","no"
"76","yes","adult",37.6,38,20,"temp_extremities_cool","peripheral_pulse_reduced","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",37,68,"lived","yes"
"217","yes","adult",38,76,18,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","depressed","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",71,11,"lived","yes"
"97","yes","adult",38.1,88,32,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic","<3","depressed","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",55,60,"euthanized","no"
"193","yes","adult",38.2779057827636,60,48,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_severe","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",58,7.6,"died","yes"
"18","yes","adult",37.6,64,21,"temp_extremities_normal","peripheral_pulse_normal","bright pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_increased","abdomen_distended large intestine",40,7,"lived","yes"
"16","yes","young",38.3210870474568,128,36,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","intermittent severe pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_significant","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",53,7.8,"died","no"
"161","yes","adult",38.3,42,24,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",40,8.5,"died","yes"
"202","yes","adult",37.5,48,40,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",41,55,"euthanized","yes"
"30","no","adult",37.7,96,30,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_significant","nasogastric_reflux_>1l","rectal_examination_absent","abdomen_distended large intestine",66,7.5,"died","yes"
"313","yes","adult",37.9,120,60,"temp_extremities_cool","peripheral_pulse_reduced","pale pink","<3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_absent","abdomen_distended large intestine",52,6.6,"died","yes"
"98","no","adult",37.7,44,40,"temp_extremities_warm","peripheral_pulse_normal","pale pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",41,60,"lived","no"
"173","yes","adult",38.3054176402861,104,40.8533505953583,"temp_extremities_cool","peripheral_pulse_reduced","bright red",">=3","depressed","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",69,8.6,"died","yes"
"146","yes","adult",38.2,48,33.123910517727,"temp_extremities_normal","peripheral_pulse_reduced","pale pink","<3","intermittent mild pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_none","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",42,71,"lived","yes"
"236","no","adult",38.2,42,26,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypermotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",36,6.9,"lived","no"
"74","yes","young",38.2404893672454,87.9924913271578,36.1903080892944,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",37,4.9,"died","yes"
"15","yes","adult",37.6,96,48,"temp_extremities_cool","peripheral_pulse_normal","pale cyanotic","<3","continuous severe pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",45,6.8,"died","yes"
"337","yes","adult",37.6,40,20.829586820893,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",35.8787778428874,29.1300155922109,"lived","yes"
"8","no","adult",38.2073829732404,80,36,"temp_extremities_cool","peripheral_pulse_absent","pale pink","<3","intermittent severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",38,6.2,"euthanized","yes"
"49","no","adult",37.2,84,48,"temp_extremities_cool","peripheral_pulse_reduced","bright red",">=3","intermittent severe pain","peristalsis_hypermotile","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_>1l","rectal_examination_increased","abdomen_normal",73,5.5,"died","no"
"91","no","adult",40.3,114,36,"temp_extremities_cool","peripheral_pulse_reduced","normal pink",">=3","depressed","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",57,8.1,"died","yes"
"121","yes","adult",38.3,80,40,"temp_extremities_cool","peripheral_pulse_reduced","dark cyanotic",">=3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_normal","abdomen_distended small intestine",67,10.2,"euthanized","yes"
"151","yes","adult",39.3,107.407319921443,42.7349823127671,"temp_extremities_cold","peripheral_pulse_reduced","dark cyanotic",">=3","intermittent severe pain","peristalsis_absent","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",75,18.3199980796442,"died","yes"
"290","no","adult",38.6,45,16,"temp_extremities_warm","peripheral_pulse_normal","bright pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",43,58,"lived","no"
"206","yes","adult",38.5,96,30,"temp_extremities_warm","peripheral_pulse_reduced","pale cyanotic",">=3","intermittent severe pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",50,65,"lived","yes"
"344","no","adult",36,100,20,"temp_extremities_cold","peripheral_pulse_reduced","dark cyanotic",">=3","depressed","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",74,5.7,"euthanized","yes"
"366","no","adult",38,42,12,"temp_extremities_cool","peripheral_pulse_normal","pale pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",37,5.8,"lived","no"
"222","yes","adult",38.2221087380038,112,13,"temp_extremities_cold","peripheral_pulse_absent","pale cyanotic","<3","depressed","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended small intestine",60,6.3,"lived","yes"
"350","yes","adult",38.2367713412523,82,72,"temp_extremities_cool","peripheral_pulse_normal","pale cyanotic","<3","depressed","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",53,65,"euthanized","yes"
"292","yes","adult",37,66,20,"temp_extremities_normal","peripheral_pulse_reduced","bright pink","<3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",35,6.9,"died","yes"
"139","no","adult",38,60,32,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",50,7,"lived","no"
"125","yes","adult",38,42,68,"temp_extremities_cold","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_absent","abdomen_distended small intestine",41,7.6,"lived","yes"
"356","no","adult",37.4,54,18,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_absent","abdomen_distended large intestine",30,7.1,"lived","yes"
"273","yes","adult",37.7,120,28,"temp_extremities_cool","peripheral_pulse_reduced","pale pink","<3","continuous severe pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",65,7,"died","yes"
"235","yes","adult",38.1,52,24,"temp_extremities_normal","peripheral_pulse_normal","bright red","<3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_normal","abdomen_distended large intestine",54,7.5,"died","yes"
"14","yes","adult",38.2,76,28,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_absent","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_absent","abdomen_distended small intestine",46,81,"lived","yes"
"257","yes","adult",38.7,96,28,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic","<3","continuous severe pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",64,9,"died","yes"
"256","yes","adult",37.5,72,24.1799054632431,"temp_extremities_warm","peripheral_pulse_normal","normal pink","<3","depressed","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",35,65,"euthanized","yes"
"194","no","adult",37.9,88,24,"temp_extremities_normal","peripheral_pulse_normal","bright pink","<3","depressed","peristalsis_normal","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_normal",37,56,"lived","no"
"200","yes","adult",37.3,48,12,"temp_extremities_normal","peripheral_pulse_normal","pale pink","<3","intermittent mild pain","peristalsis_hypermotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_firm feces in large intestine",40,6.6,"lived","yes"
"300","no","adult",38.5,54,20,"temp_extremities_normal","peripheral_pulse_normal","bright pink",">=3","intermittent mild pain","peristalsis_absent","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_normal","abdomen_other",42,6.3,"lived","no"
"266","no","adult",38.6,68,20,"temp_extremities_warm","peripheral_pulse_normal","pale pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",38,6.5,"lived","no"
"126","yes","adult",38.7,72.6341463449778,31.0130610159072,"temp_extremities_cool","peripheral_pulse_normal","pale pink","<3","continuous severe pain","peristalsis_absent","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",33,6.5,"lived","yes"
"132","yes","adult",38,48,20,"temp_extremities_cool","peripheral_pulse_normal","pale pink","<3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",43,73,"lived","yes"
"40","yes","adult",38.3077506683788,88,41.0209048618548,"temp_extremities_cool","peripheral_pulse_reduced","dark cyanotic",">=3","continuous severe pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_none","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended large intestine",63,6.5,"died","yes"
"361","no","adult",38.2,42,22.2097633152673,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_other",35,5.9,"lived","no"
"158","no","adult",38,42,40,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",40.1921485583435,27.0330352504335,"lived","no"
"116","yes","adult",38,44,12,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",42,65,"lived","yes"
"71","yes","adult",37.8,48,28,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_normal","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",46,5.9,"lived","no"
"35","no","adult",38.2707799289397,104,24,"temp_extremities_cold","peripheral_pulse_reduced","pale pink",">=3","intermittent severe pain","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_other",73,8.4,"euthanized","yes"
"268","yes","adult",38.2,42,20,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",47,60,"lived","no"
"207","yes","adult",38.2303880149881,85.8404006501004,35.4648454712593,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic","<3","depressed","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",45,8.7,"died","yes"
"156","no","adult",38.6,52,20,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_firm feces in large intestine",36,6.6,"lived","no"
"296","no","adult",37.2,72,24,"temp_extremities_cool","peripheral_pulse_increased","pale cyanotic",">=3","intermittent severe pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_significant","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended small intestine",44,22.5741317774417,"euthanized","yes"
"291","yes","adult",38.9,80,44,"temp_extremities_cool","peripheral_pulse_reduced","pale pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_>1l","rectal_examination_decreased","abdomen_normal",54,6.5,"died","yes"
"258","no","adult",37.5,52,12,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",36,61,"lived","no"
"105","yes","adult",38.1712497410695,70,36,"temp_extremities_normal","peripheral_pulse_normal","pale pink",">=3","depressed","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",36,7.3,"lived","yes"
"184","no","adult",38.2,68,32,"temp_extremities_warm","peripheral_pulse_increased","bright pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_significant","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",43,65,"lived","no"
"87","no","adult",38.1186191430911,40,16,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",50,7,"euthanized","yes"
"204","yes","adult",39.2,69.7664235938493,23,"temp_extremities_cool","peripheral_pulse_normal","pale pink","<3","intermittent severe pain","peristalsis_absent","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",36,6.6,"lived","yes"
"196","no","adult",38.5,60,20,"temp_extremities_normal","peripheral_pulse_normal","bright red",">=3","depressed","peristalsis_normal","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_increased","abdomen_firm feces in large intestine",63,7.5,"euthanized","no"
"211","yes","adult",38,86,24,"temp_extremities_cold","peripheral_pulse_reduced","pale cyanotic","<3","depressed","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",45,5.5,"died","yes"
"272","yes","adult",38.3068746806588,100,30,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_significant","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",52,6.6,"lived","yes"
"79","yes","adult",37.5,96,18,"temp_extremities_normal","peripheral_pulse_reduced","dark cyanotic",">=3","intermittent mild pain","peristalsis_absent","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",69,8.9,"lived","yes"
"29","no","adult",37.7,48,21.2168214310634,"temp_extremities_warm","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",45,76,"lived","no"
"92","no","adult",38.8,50,20,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_normal",42,6.2,"lived","no"
"215","yes","adult",37.8,40,12,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_normal","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_other",38,7,"lived","yes"
"283","yes","adult",38.2,72,18,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",35,6.4,"lived","yes"
"330","yes","adult",39.1,60,10,"temp_extremities_cool","peripheral_pulse_normal","normal pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended small intestine",44.3181379820575,25.0271518514234,"lived","yes"
"274","yes","adult",38.274917375253,76,38.6628713844576,"temp_extremities_cool","peripheral_pulse_reduced","pale cyanotic",">=3","continuous severe pain","peristalsis_absent","abdominal_distension_severe","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",53.980882226024,20.3295299533996,"euthanized","yes"
"163","yes","adult",38,66,20,"temp_extremities_normal","peripheral_pulse_reduced","pale pink","<3","continuous severe pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",46,46,"euthanized","yes"
"167","no","adult",38.0511635629934,44,24,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",37.6690144907047,6.3,"lived","no"
"316","yes","adult",38.3,66,30,"temp_extremities_warm","peripheral_pulse_reduced","normal pink","<3","depressed","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_significant","nasogastric_reflux_>1l","rectal_examination_absent","abdomen_distended large intestine",37,6,"lived","yes"
"280","yes","adult",38.6,48,12,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypermotile","abdominal_distension_none","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",36,67,"lived","no"
"263","yes","adult",37.1,75,36,"temp_extremities_cool","peripheral_pulse_reduced","pale pink",">=3","intermittent severe pain","peristalsis_absent","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_<1l","rectal_examination_absent","abdomen_distended small intestine",48,7.4,"died","yes"
"99","no","adult",39.6,108,51,"temp_extremities_cool","peripheral_pulse_reduced","dark cyanotic",">=3","depressed","peristalsis_absent","abdominal_distension_moderate","nasogastric_tube_none","nasogastric_reflux_>1l","rectal_examination_decreased","abdomen_distended large intestine",59,8,"lived","no"
"112","yes","adult",38.0701262766039,40,23.9551092164065,"temp_extremities_warm","peripheral_pulse_normal","normal pink","<3","alert no pain","peristalsis_hypomotile","abdominal_distension_none","nasogastric_tube_none","nasogastric_reflux_none","rectal_examination_normal","abdomen_distended large intestine",39,56,"lived","yes"
"338","no","adult",37.5,44,24.3294217925773,"temp_extremities_normal","peripheral_pulse_normal","normal pink","<3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_slight","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_normal","abdomen_normal",45,5.8,"lived","no"
"72","yes","adult",37.7,56,33.1718274321828,"temp_extremities_cool","peripheral_pulse_reduced","pale pink","<3","depressed","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_absent","abdomen_distended large intestine",48.40706600377,23.0392861551712,"died","yes"
"26","yes","adult",38.3,72,30,"temp_extremities_cold","peripheral_pulse_reduced","pale pink",">=3","intermittent mild pain","peristalsis_hypomotile","abdominal_distension_moderate","nasogastric_tube_slight","nasogastric_reflux_none","rectal_examination_decreased","abdomen_distended large intestine",43,7,"lived","yes"
