"","grain_screened","proof_on_ctd_ink","paper_type","ink_type","solvent_type","type_on_cylinder","press_type","press","unit_number","cylinder_size","paper_mill_location","plating_tank","proof_cut","viscosity","ink_temperature","humifity","roughness","blade_pressure","varnish_pct","press_speed","ink_pct","solvent_pct","ESA_Voltage","ESA_Amperage","wax","hardener","roller_durometer","current_density","anode_space_ratio","chrome_content","band_type"
"436","2","3","4","1","1","2","4","816",2,"2","3","1911",47,65,15.7,87,0.25,NA,5.6,1725,55.6,38.9,3,0,3,0.85,34,5,103.125,3,"noband"
"451","2","3","2","1","1","2","3","824",2,"4","3","1911",40,59,16.4,85,0.8125,30,0,1900,58.8,41.2,10,0,2,0.8,30,5,96.88,3,"noband"
"364","3","3","4","3","1","2","1","802",2,"2","1","1910",40,43,13.5,76,0.75,52,4.4,1726,55,40.6,0,0,3,1,40,5,96.77,3,"noband"
"193","2","3","2","1","1","2","4","816",2,"3","1","1911",52,54,14.6,82,0.75,32,10.5,2400,52.6,36.8,0,0,2.5,0.5,30,5,100,3,"noband"
"426","2","3","2","1","1","2","3","828",9,"4","1","1910",50,41,15.7,80,1,43,0,1800,62.5,37.5,1,0,2.5,1.5,30,5,106.45,3,"noband"
"401","3","3","4","3","1","2","3","821",7,"4","3","1910",40,42,15.5,64,0.625,20,10.5,1550,52.6,36.9,0,0,2,0.6,40,5,106.25,3,"noband"
"197","3","3","4","3","1","1","1","802",7,"2","3","1910",50,52,14,80,0.75,60,4.4,1700,54.9,40.7,0,0,2.5,1,40,2,100,3,"band"
"248","2","3","2","1","1","2","3","824",9,"4","1","1911",30,56,14.7,87,0.875,20,0,2150,58.8,41.2,12,0,1.5,0.6,30,5,96.8,3,"noband"
"199","2","3","2","1","1","2","2","813",10,"2","3","1910",40,54,14.42,87,1,NA,4.5,1700,56.2,39.3,0,0,2.5,1,40,2,96.8,3,"noband"
"420","2","3","2","1","1","2","4","816",9,"3","1","1910",37,40,14,80,0.25,24,0,2400,58.8,41.2,2,0,2.5,0.8,30,5,106.45,3,"noband"
"249","2","3","2","1","1","2","3","824",2,"4","1","1910",40,56,15.3,86,0.8125,32,0,2150,58.8,41.2,12,0,2.2,0.8,30,3,100,3,"noband"
"291","2","3","2","1","1","2","4","816",9,"3","1","1910",45,54,18,90,0.5,26,8.3,1875,52.1,39.6,0,0,3,1,33,3,106.9,3,"noband"
"493","2","3","2","1","1","2","3","824",10,"4","3","1911",40,52,13.5,85,0.75,30,3.4,1900,56.8,38.6,NA,0,0,0,NA,5,94.4,3,"band"
"32","3","3","4","3","1","2","3","821",2,"4","3","1911",45,44,14.1,78,0.625,22,7.6,1510,54.3,38,0,0,2.5,0.7,34,5,114.28,3,"noband"
"39","2","3","4","1","1","2","4","815",9,"2","3","1911",37,44,15,85,0.75,34,0,1400,62.5,37.5,0,0,2.8,1,28,5,103.12,3,"noband"
"9","3","3","4","3","1","2","4","815",2,"2","3","1911",65,43,16,75,1,32,22.7,1750,45.5,31.8,0,0,3,1,38,5,106.66,3,"noband"
"398","3","3","4","2","1","2","4","815",2,"2","3","1910",45,43,20,84,0.625,33,3.4,1200,56.8,38.6,0,0,2.5,0.5,40,5,106.25,3,"band"
"124","3","3","4","3","1","2","1","802",2,"2","3","1910",50,50,15.7,90,0.75,50,0,1420,62.5,37.5,0,0,3,1.35,40,5,106.45,3,"noband"
"264","2","3","2","1","1","2","3","827",2,"4","1","1911",40,54,15,78,0.75,20,0,2500,61.1,38.9,0,0,2.5,0.7,30,5,100,3,"noband"
"262","2","3","2","1","1","2","3","827",9,"3","1","1910",32,54,15.5,78,1,25,0,1900,58.8,41.2,10,0,1.4,0.8,30,3,103.2,3,"noband"
"185","2","3","2","1","1","2","2","813",9,"2","3","1910",40,54,15.59,89,1,NA,1.2,1700,58.1,40.7,0,0,2.5,0.6,40,2,103.3,3,"noband"
"60","3","3","4","3","1","1","3","827",9,"4","5","1910",40,47,14.43,76,0.75,16,7.2,2000,51.5,41.2,1,0,2.7,1.4,40,5,100,3,"band"
"473","2","3","2","1","1","2","3","821",2,"4","3","1911",40,49,17,75,0.625,30,0,1600,58.8,41.2,0,0,2.5,0.65,33,5,109.6,3,"band"
"151","2","3","2","1","1","2","4","815",9,"4","3","1911",50,62,14.9,96,0.75,26,11,1950,50,39,0,0,2.8,0.8,33,5,110,3,"noband"
"318","3","3","2","1","1","2","2","813",10,"2","3","1911",55,47,15.5,74,0.75,NA,0,1600,62.5,37.5,0,0,2.5,1,40,3,106.25,3,"noband"
"53","2","2","2","1","1","1","3","824",9,"4","1","1911",40,46,16.5,68,0.875,25,0,1700,58.8,41.2,0,0,1,1,33,5,103.125,3,"noband"
"536","2","3","3","1","1","2","1","815",1,"4","3","1910",NA,NA,16.1,76,0.5,34,3.4,2100,56.8,38.6,NA,0,0,0,NA,5,110,3,"band"
"519","2","3","3","3","1","2","3","821",7,"4","3","1910",NA,44,16.22,74,0.75,30,3.4,2200,56.8,38.6,NA,0,2.8,0.8,NA,5,106.6,2,"band"
"288","2","3","2","1","1","2","3","824",9,"4","3","1910",30,54,13.6,70,0.8125,30,0,2000,58.8,41.2,0,0,2.3,0.9,30,3,100,3,"noband"
"184","3","3","4","2","1","1","1","802",2,"2","3","1911",57,54,15.5,80,0.625,55,0,1600,62.5,37.5,0,0,3,0.5,45,5,103.3,3,"noband"
"252","3","3","4","3","3","1","4","816",2,"2","3","1911",60,56,16,87,0.625,26,10.5,1450,50.5,39,3,0,3,1.3,40,5,93.75,3,"band"
"114","3","3","4","3","1","2","2","813",5,"2","3","1910",50,52,17,69,0.75,NA,0,1700,58.8,41.2,0,0,2.2,0.9,40,5,106.66,3,"noband"
"387","3","3","4","3","1","1","1","802",7,"2","3","1911",40,50,14,70,0.75,45,0,1800,60.2,39.8,0,0,2.5,1,40,5,100,3,"band"
"517","2","3","2","1","1","2","4","802",7,"2","3","1911",NA,39,16,72,0.75,50,3.4,1350,56.8,38.6,NA,0,2.5,2.2,NA,5,106.6,2,"band"
"497","3","3","4","3","1","2","3","824",2,"4","3","1910",55,54,17.5,82,0.8125,28,3.4,1600,56.8,38.6,NA,0,2.5,1,NA,5,102.94,3,"band"
"204","2","2","2","1","1","2","3","824",2,"4","3","1910",50,48,15.5,68,0.8125,30,0,1900,57.4,42.6,10,0,1.5,1,30,2,100,3,"noband"
"266","2","3","2","3","1","1","4","816",9,"4","3","1910",NA,51,16,75,0.5,30,0,1800,58.8,41.2,0,0,2.1,1,30,3,100,3,"band"
"468","3","3","4","3","1","2","4","816",2,"2","3","1911",55,44,15,70,0.625,28,8.2,1700,51,40.8,0,0,2.5,2,40,5,100,3,"band"
"383","2","2","2","1","1","2","4","816",9,"3","1","1910",40,47,16.53,78,0.8125,24,0,2189,58.8,41.2,0,0,2,0.8,30,5,100,3,"noband"
"281","3","3","4","3","3","2","1","802",7,"2","3","1910",45,50,14.5,70,0.75,42,5.3,1700,52.6,42.1,0,0,3,0.8,40,7,100,3,"noband"
"214","2","3","2","1","1","2","4","815",2,"3","1","1910",30,58,16.3,78,0.625,30,0,2150,58.8,41.2,10,0,2.5,1,30,3,90,3,"noband"
"432","3","3","4","3","1","2","1","802",7,"2","3","1910",60,60,15,80,0.75,56,14.3,1380,47.6,38.1,0,0,3,1,38,5,106.4,3,"noband"
"56","2","3","4","1","1","2","1","802",7,"2","3","1911",35,38,12,62,0.75,46,4.7,1400,58.8,36.5,0,0,2,1,28,5,103.125,3,"noband"
"104","2","3","2","1","1","2","3","827",2,"3","1","1910",47,68,14,78,0.75,22,0,1900,62.5,37.5,0,0,2.1,1.7,33,5,103.125,3,"band"
"278","2","3","2","3","1","1","4","816",2,"4","3","1911",NA,54,14,80,0.3125,34,3.4,1900,56.8,39.8,0,0,2.5,1.3,30,5,106.7,3,"noband"
"269","3","3","4","3","1","2","4","816",2,"2","3","1910",57,54,16.2,79,0.5,23,19,1500,47.6,33.4,5,0,3,1,32,3,93.3,3,"noband"
"133","2","3","4","2","1","2","4","816",2,"2","3","1911",40,54,15.4,78,0.5,34,5.7,1736,56.8,36.9,0,0,2.5,1.1,35,5,103.125,3,"noband"
"128","2","3","2","1","1","2","3","824",2,"4","1","1911",40,50,16,68,0.8125,30,0,2400,58.8,41.2,8,0,2.5,1.5,33,5,103.125,3,"noband"
"217","2","3","2","1","1","2","3","827",9,"4","1","1910",30,58,15,98,0.75,30,0,2300,58.8,41.2,6,0,2.25,1,30,3,100,3,"noband"
"105","2","3","2","1","1","1","4","816",2,"4","1","1910",40,60,15,78,1,28,0,2380,60,40,3,0,2.5,1,30,5,106.66,3,"band"
"526","2","3","2","1","1","2","1","815",2,"2","3","1911",NA,50,16.5,74,0.625,34,3.4,1750,56.8,38.6,NA,0,2.6,1,NA,5,103.125,2,"band"
"284","3","3","4","3","1","1","1","802",7,"2","2","1910",45,54,14.8,70,0.75,50,13,1420,54.3,32.6,0,0,3,0.9,28,3,106.9,3,"noband"
"385","2","2","2","1","1","1","4","815",1,"3","1","1911",40,47,15,88,0.5,34,0,1700,62.5,37.5,0,0,0,0,30,5,100,3,"band"
"26","2","3","4","1","1","2","3","827",9,"4","4","1911",50,45,15,76,1,30,8,2150,57.5,34.5,0,0,2.5,1,35,5,107.4,3,"noband"
"6","2","3","2","1","1","2","3","827",2,"4","1","1911",50,46,16.5,75,0.75,30,0,2600,62.5,37.5,6,0,2.5,0.6,30,5,106.67,3,"noband"
"244","3","3","4","3","3","2","4","815",9,"2","3","1910",37,56,14,82,0.625,28,0,1700,58.8,41.2,2,0,2.5,0.5,40,3,100,3,"noband"
"466","3","3","4","3","1","2","4","816",2,"2","3","1910",NA,44,14.3,78,0.25,32,0,1650,56.8,43.2,3,0,2.5,2.5,40,5,100,3,"band"
"498","2","3","4","3","1","2","3","824",2,"4","3","1910",40,57,16,86,0.8125,30,3.4,1700,56.8,38.6,NA,0,2.5,1,NA,5,102.94,3,"band"
"439","2","3","2","1","1","2","3","821",2,"4","3","1911",45,58,15,75,0.625,20,10.5,2100,52.6,36.8,0,0,2.5,0.7,33,5,103.125,3,"noband"
"221","3","3","4","3","3","2","3","821",2,"4","3","1910",40,54,14.6,85,0.75,20,21.7,1850,43.5,34.8,0,0,2.5,0.8,40,NA,103.13,3,"noband"
"499","2","3","2","1","1","2","4","816",1,"3","3","1910",35,56,15.1,81,0.75,32,3.4,2000,56.8,38.6,NA,0,2.5,1,NA,5,102.94,3,"band"
"144","2","3","2","1","1","2","3","828",9,"4","1","1910",40,62,16,84,0.9375,28,0,2200,58.8,41.2,4,0,2.5,0.6,30,5,106.45,3,"noband"
"332","3","3","4","3","1","1","3","821",2,"4","3","1911",47,49,14.5,88,0.625,25,34.5,2000,43.5,22,0,0,2.5,0.7,40,5,96.97,1,"noband"
"147","2","3","2","1","1","2","4","816",2,"4","1","1910",40,64,15,82,0.75,31,0,2400,60,40,3,0,2.5,1,30,5,106.66,3,"noband"
"162","2","3","2","1","1","1","3","824",2,"4","1","1910",NA,66,15,82,0.8125,30,7,1900,58.1,34.9,5,0,2.5,0.9,30,5,103.125,3,"band"
"409","3","3","4","2","1","1","4","815",2,"2","1","1910",45,42,14,89,0.75,26,0,1450,58.8,41.2,1,0,2.5,1,40,5,103.22,3,"band"
"160","2","3","2","1","1","2","3","827",9,"4","1","1910",45,69,16.1,76,0.75,22,5.6,2426,55.6,38.9,0,0,2.7,0.7,30,5,103.22,3,"noband"
"65","2","3","4","3","1","1","3","827",2,"4","5","1911",NA,40,16.4,72,1,26,0,2000,62.5,37.5,0,0,2.5,1,40,5,106.45,3,"band"
"478","3","3","2","1","1","2","3","824",9,"4","3","1910",30,40,14,73,0.5625,30,0,1800,58.8,41.2,0,0,0,0,30,5,100,3,"band"
"224","3","3","4","2","1","2","1","802",7,"2","3","1910",50,59,13,92,0.625,49,0,1300,58.8,41.2,0,0,3,1.1,40,3,100,3,"band"
"116","3","3","4","3","1","1","1","802",2,"2","3","1910",50,55,13.86,70,0.625,47,10.2,1635,51,38.8,0,0,3,1,40,5,100,3,"noband"
"337","2","3","4","3","1","2","4","815",9,"4","2","1911",47,53,15,72,0.75,25,22,1500,45.9,32.1,0,0,2.5,0.8,35,5,114.3,3,"band"
"449","2","2","2","1","1","1","3","824",9,"4","3","1911",40,62,16.1,78,0.5625,25,5.5,1800,55,39.5,0,0,1.6,1.5,30,5,103.23,3,"noband"
"411","3","3","4","3","1","1","4","815",9,"2","1","1910",45,42,16,83,0.625,30,0,1950,58.8,41.2,0,0,2.5,1,40,5,106.45,3,"band"
"513","2","3","3","2","1","2","1","816",2,"2","3","1910",NA,39,15.1,71,0.625,30,3.4,1700,56.8,38.6,NA,0,2.5,1.5,NA,5,106.1,3,"band"
"481","3","3","4","3","1","1","1","802",7,"2","3","1911",37,65,16,80,0.625,50,6.6,1640,54.9,38.5,3,0,3,1,32,5,103.13,3,"band"
"44","2","3","4","1","1","2","3","827",2,"4","3","1911",60,43,15.8,57,0.75,24,1.2,1480,58.1,40.7,0,0,1.4,1.7,33,5,103.12,3,"noband"
"145","2","3","2","1","1","2","3","828",2,"4","1","1910",40,62,16,84,0.9375,32,0,2200,58.8,41.2,4,0,1.4,1,30,5,106.45,3,"noband"
"169","2","3","2","1","1","1","3","824",2,"4","1","1910",40,62,16,80,0.8125,40,0,2250,62.5,37.5,0,0,2.5,0.7,30,5,110,3,"band"
"328","2","2","2","1","1","1","3","824",9,"4","1","1910",42,48,15,76,0.875,30,3.6,2050,60.2,36.2,0,0,2.5,1,30,5,93.55,1,"noband"
"456","2","3","4","1","1","2","4","816",2,"4","3","1910",40,60,15,85,1,25,6.9,2100,54,39.1,0,0,2.5,1.2,35,5,103.13,3,"band"
"175","2","3","2","1","1","1","3","824",2,"4","1","1910",40,64,16,76,0.8125,23,4.8,1835,59.5,35.7,3,0,2,0.7,30,5,106.45,3,"noband"
"319","3","3","2","1","1","2","2","813",9,"2","3","1910",55,47,14,71,0.75,NA,0,1600,62.5,37.5,0,0,2.5,0.7,40,5,90.3,3,"noband"
"103","2","3","4","1","1","2","2","813",5,"2","3","1910",40,44,15.5,68,0.75,NA,5.6,1750,55.6,38.9,0,0,1.5,0.5,35,5,103.125,3,"noband"
"294","3","3","4","3","1","2","2","813",5,"2","3","1911",45,56,16,64,0.75,NA,11.1,1350,55.5,33.3,0,0,2.5,0.5,28,5,103.3,3,"noband"
"505","2","3","3","3","1","2","3","821",7,"3","3","1911",NA,50,15.7,82,0.75,30,3.4,1850,56.8,38.6,NA,0,2.5,1,NA,5,103.22,3,"band"
"480","3","3","4","3","1","2","1","802",7,"3","3","1910",45,63,15,80,0.75,50,0,1470,58.8,41.2,2,0,3,1,34,5,100,3,"band"
"257","2","3","2","1","1","2","3","828",2,"4","1","1911",50,61,14.2,88,1,29,0,2350,52.6,47.4,NA,0,2.5,1.1,30,5,93.75,3,"noband"
"380","2","2","2","1","1","2","4","816",2,"3","1","1910",32,47,20,79,0.3125,29,0,2189,58.1,41.9,5,0,2.5,1.25,30,5,100,3,"noband"
"506","2","3","3","3","1","2","3","821",7,"3","3","1911",NA,60,15,82,0.5,22,3.4,1800,56.8,38.6,NA,0,2.5,1,NA,5,96.8,3,"band"
"23","2","3","2","1","1","2","3","827",2,"3","1","1911",40,41,15.8,72,1,30,0,2000,62.5,37.5,0,0,2.5,1,30,5,107.4,3,"band"
"129","2","3","2","1","1","2","3","824",9,"4","1","1911",40,50,16,70,0.5625,30,0,2400,58.8,41.2,8,0,1.5,0.5,33,5,103.125,3,"noband"
"450","2","3","2","1","1","2","3","824",9,"4","3","1910",45,57,15,88,0.5625,30,10.4,1900,52.1,37.5,0,0,2.5,1.8,30,5,100,3,"noband"
"190","3","3","4","3","1","1","3","821",7,"4","3","1911",47,41,18,74,0.5,30,17.7,1900,44.2,38.1,2,0,2.5,1,40,2,100,3,"band"
"508","2","3","3","3","1","2","3","821",7,"3","3","1910",NA,56,14.1,82,0.625,40,3.4,1800,56.8,38.6,NA,0,2.5,0.9,NA,5,96.9,3,"band"
"268","2","3","2","1","1","2","3","828",9,"4","3","1910",40,54,14.7,90,0.875,NA,0,2300,52.6,47.4,4,0,3,1.1,33,3,111.1,3,"noband"
"296","3","3","4","3","1","1","3","828",10,"4","1","1910",30,56,14.7,83,1,30,10.8,1600,53.8,35.5,0,6,2.6,1.2,40,3,100,3,"noband"
"368","2","3","4","1","1","2","4","816",2,"4","3","1910",40,43,15.6,81,0.5,34,0,2400,62.5,37.5,5,0,2.5,0.9,35,5,96.77,3,"noband"
"233","2","3","2","1","1","2","3","824",6,"4","1","1911",50,58,16,NA,0.875,24,0,2200,58.8,41.2,0,0,1.2,0.6,30,6,93.75,3,"noband"
"458","3","3","4","3","1","1","4","816",9,"2","3","1910",50,60,16,78,0.5,28,4.5,1520,53,42,0,0,2.5,1.5,34,5,106.2,3,"band"
"79","3","3","4","3","1","2","2","813",9,"2","3","1910",52,43,15.1,76,0.5,31,6.6,1650,54.9,38.5,0,0,2.5,1.5,40,5,109.67,3,"noband"
"35","2","3","2","1","1","2","2","813",1,"2","3","1911",30,42,15.4,64,0.875,NA,0,1425,63,37,0,0,1,1.3,34,5,107.4,3,"noband"
"344","3","3","4","3","3","2","1","802",2,"2","2","1911",60,46,15.25,70,0.625,50,19,1391,47.6,33.3,0,0,2.7,0.7,38,5,114.29,3,"noband"
"402","3","3","4","3","1","2","3","821",2,"4","3","1910",40,42,16,78,0.625,20,0,1550,62.5,37.5,0,0,2.5,1,40,5,106.25,3,"noband"
"110","3","3","4","3","1","2","3","821",7,"4","1","1910",50,56,15.2,76,0.625,25,3.4,1760,56.8,39.8,2,0,2.5,0.8,34,5,103.125,3,"band"
"495","2","3","4","1","1","2","4","816",9,"3","3","1910",50,56,15,80,0.1875,26,3.4,1950,56.8,38.6,NA,0,2.5,1.5,NA,5,102.857,3,"band"
"442","2","3","4","1","1","2","1","802",2,"2","3","1910",27,41,17.58,80,0.75,50,3.4,1490,56.8,39.8,0,0,3,1,35,5,103.125,3,"noband"
"72","2","3","2","1","1","2","3","821",2,"4","1","1910",55,37,16,75,0.625,20,5.6,1850,55.6,38.9,0,0,0.8,0.75,33,5,109.67,3,"noband"
"403","2","3","4","1","1","1","1","802",2,"2","3","1910",32,42,16,70,0.625,46,0,1350,60.2,39.8,0,0,3,1,34,5,100,3,"noband"
"171","3","3","2","1","1","2","2","813",9,"2","3","1910",50,64,18,64,1,NA,0,1300,62.5,37.5,0,0,3,1,40,5,106.45,3,"band"
"92","3","3","4","3","1","2","3","821",7,"4","3","1911",42,46,14,77,0.625,42,15.8,1850,49.5,34.6,8,0,1.5,0.8,34,5,100,3,"band"
"357","2","3","2","1","1","2","4","815",2,"4","1","1910",NA,42,16.1,73,0.625,30,0,2000,61.9,38.1,0,0,2.8,1,30,NA,103.13,NA,"band"
"457","3","3","4","3","1","2","4","816",2,"2","3","1911",50,65,16,80,0.5,28,12.5,1550,50,37.5,0,0,2.5,1.5,34,5,106.45,3,"band"
"236","3","3","4","3","1","2","4","816",9,"4","3","1911",62,47,17,75,0.75,30,14.3,1700,47.6,38.1,0,0,3,0.5,40,5,96.9,3,"band"
"282","3","3","4","3","3","2","1","802",2,"3","3","1910",40,50,13.5,75,0.75,45,0,1700,58.8,41.2,0,0,3,0.6,40,3,100,3,"noband"
"370","2","3","2","1","1","2","3","827",2,"3","1","1910",45,42,14.9,75,1,25,10.5,1660,52.6,36.9,0,0,2.5,1,30,5,101.67,3,"noband"
"445","2","3","4","1","1","2","1","802",2,"2","3","1910",40,60,15,80,0.625,50,0,1400,58.8,41.2,0,0,3,0.6,34,5,103.1,3,"noband"
"400","3","3","4","3","1","2","4","816",9,"3","3","1910",40,42,12.7,84,0.5,32,0,1750,62.5,37.5,0,0,2.5,0.9,40,5,100,3,"noband"
"482","2","3","4","1","1","2","3","821",7,"4","3","1910",40,39,15,83,0.625,30,0,2000,58.1,41.9,1,0,2.5,0.6,35,5,100,3,"band"
"421","2","3","2","1","1","2","4","816",2,"3","1","1910",37,50,15.5,95,0.625,26,0,2350,62.5,37.5,1,0,2.6,0.6,30,5,106.45,3,"noband"
"280","2","3","2","1","1","2","3","828",9,"4","1","1910",30,50,15.8,92,1,NA,0,2400,58.5,41.2,2,0,3,1.4,33,3,96.8,3,"noband"
"392","2","3","4","1","1","2","3","828",9,"4","4","1910",45,41,14.6,74,1,32,21,2300,47.6,31.4,4,0,2.5,1.1,35,5,96.77,3,"noband"
"34","2","3","2","1","1","1","3","828",2,"4","3","1911",40,47,17,78,0.75,35,0,2400,58.8,41.2,4,0,2.5,1,30,5,100,3,"band"
"29","2","3","2","1","1","1","3","828",2,"4","1","1910",30,45,17,70,0.75,35,0,2200,58.8,41.2,0,0,2.5,1,33,5,106.45,3,"band"
"300","3","3","4","3","1","1","3","821",7,"4","3","1911",57,51,15.2,70,0.625,25,11.1,1850,50.5,38.4,3,0,2.5,0.8,34,1,100,3,"noband"
"446","2","3","4","1","1","2","1","802",7,"2","3","1910",NA,60,15,80,0.625,50,6.6,1400,54.9,38.5,6,0,3,1.1,34,5,103.1,3,"noband"
"174","2","3","2","1","1","1","3","824",9,"4","1","1910",40,64,15.4,88,0.5625,24,4.4,1835,55.5,40,2,0,2,1.3,30,5,106.45,3,"noband"
"534","2","3","3","3","1","2","3","827",2,"4","3","1910",NA,56,18.3,80,1,32,3.4,1900,56.8,38.6,NA,0,2.5,1,NA,5,110,3,"band"
"488","2","3","4","1","1","2","4","816",9,"4","3","1910",40,40,15.5,75,0.75,25,3.4,1100,56.8,38.6,NA,0,2.5,1,NA,5,102.941,3,"band"
"419","3","3","4","3","1","2","4","815",2,"2","3","1910",40,54,22.2,77,0.625,32,6.25,1000,56.25,37.5,0,0,3,1.2,40,5,106.45,3,"band"
"375","3","3","4","3","1","1","1","802",7,"2","3","1910",40,42,15,65,0.75,55,0,1650,62.5,37.5,0,0,2.5,1,40,5,96.77,3,"band"
"81","3","3","4","3","1","2","2","813",1,"2","3","1910",52,37,15,66,0.75,NA,13.3,1600,55.6,42.2,0,0,2.4,0.8,40,5,100,3,"noband"
"95","3","3","4","3","1","1","3","827",9,"4","3","1910",45,44,15.5,75,1.25,20,14.1,1300,50.5,35.4,0,0,2.5,1.5,40,5,110,3,"noband"
"463","2","3","4","1","1","1","4","816",9,"2","3","1910",55,61,21,78,1,28,0,1500,58.8,41.2,3,0,2.5,0.7,35,5,100,3,"band"
"422","2","3","2","1","1","2","4","816",2,"3","1","1910",37,41,15,80,0.5,30,0,2398,58.8,41.2,9,0,2.5,0.7,30,5,106.45,3,"noband"
"410","3","3","4","3","1","1","4","815",9,"2","3","1910",40,54,14.8,87,0.75,29,0,1000,58.8,41.2,0,0,2.9,1,40,5,106.45,3,"band"
"394","3","3","4","3","1","2","4","815",9,"4","2","1910",50,42,16,88,0.75,33,11.5,1650,52.1,36.4,0,0,2.5,1,38,5,106.25,3,"noband"
"483","2","3","4","1","1","2","3","821",7,"4","3","1911",40,39,15,72,0.375,30,0,2000,58.1,41.9,1,0,2.5,0.3,35,5,109.9,3,"band"
"431","2","3","2","1","1","1","3","824",2,"4","3","1910",40,58,17,75,0.05625,30,0,1900,58.8,41.2,0,0,2.6,1.4,30,5,103.225,3,"band"
"322","2","3","2","1","1","1","4","815",1,"3","1","1910",40,49,14,82,0.625,30,0,2150,65.2,34.8,1,0,2.5,0.9,30,5,93.75,1,"band"
"393","3","3","4","3","1","2","3","821",7,"4","3","1910",45,42,14.8,72,0.625,20,0,1800,58.8,41.2,0,0,2.5,0.9,34,5,106.25,3,"noband"
"311","2","3","2","1","1","1","4","815",1,"3","1","1910",40,60,15.5,73,0.75,28,0,1850,65.2,34.8,0,0,2.8,1,30,5,100,1,"band"
"229","3","3","4","2","1","1","2","813",6,"2","3","1910",50,59,15,90,0.75,NA,0,1500,58.8,41.2,0,0,2.5,1,40,3,100,3,"band"
"412","3","3","4","3","1","1","1","802",2,"2","3","1910",45,41,13.3,70,0.75,50,0,1700,60.2,39.8,0,0,3,0.8,38,5,117.85,3,"noband"
"220","3","3","2","3","1","1","4","815",2,"4","1","1910",55,54,15,82,0.75,38,0,1800,58.8,41.2,0,0,2,1,33,3,100,3,"noband"
"316","3","3","4","3","1","2","2","813",5,"2","3","1911",55,47,13,70,0.75,NA,14.1,1600,50.5,35.3,0,0,2.5,0.5,40,3,106.25,3,"noband"
"253","3","3","4","3","1","1","1","802",2,"2","3","1910",60,53,18,103,0.625,50,22.1,1600,41,36.9,0,0,3,0.7,40,3,105.2,3,"noband"
"168","2","3","4","1","1","2","4","815",9,"4","3","1911",35,62,14.5,94,1,35,0,1900,63.3,36.7,0,0,2.5,1,35,5,106.89,3,"band"
"302","2","3","4","1","1","2","3","824",2,"4","3","1910",40,55,15.4,80,0.8125,30,10.2,2400,51,38.8,0,0,1.7,0.7,30,7,93.75,3,"noband"
"166","3","3","4","2","1","2","4","815",2,"2","3","1910",40,65,16.2,79,0.625,30,0,1500,62.5,37.5,4,0,2.5,1,38,5,106.45,3,"band"
"201","3","3","4","3","1","2","2","813",5,"2","3","1910",47,54,16.08,69,1,NA,3.3,1700,55.5,41.1,0,0,2.5,0.9,40,1,103.3,3,"noband"
"80","2","3","4","1","1","2","3","828",9,"4","4","1910",40,44,16.1,78,0.9375,30,5.6,1800,55.6,38.9,0,0,2,1,35,5,103.22,3,"noband"
"335","2","3","4","3","1","1","4","816",9,"4","3","1911",47,52,15.2,76,0.75,30,17.5,1700,48.7,33.8,0,0,2.5,0.8,35,5,114.3,3,"band"
"531","2","3","3","1","1","2","3","828",2,"4","3","1910",NA,53,17,73,0.75,35,3.4,2100,56.8,38.6,NA,0,2.6,1.3,NA,5,113.3,3,"band"
"416","3","3","4","3","1","2","3","821",7,"4","3","1910",55,40,15.1,69,0.625,20,19.5,1450,44.2,36.3,0,0,2.5,0.9,34,5,106.45,3,"noband"
"118","2","3","2","1","1","2","4","815",2,"4","1","1911",30,63,13,94,1,29,0,1800,56.2,43.8,0,0,2.5,1,30,5,110,3,"band"
"376","3","3","4","3","1","1","3","821",7,"4","3","1910",50,43,14,74,0.625,20,2.2,1800,56.2,41.6,0,0,3,1,38,5,96.875,3,"band"
"427","2","3","2","1","1","2","3","824",2,"4","1","1910",30,41,15.5,74,0.8125,30,2.5,1900,58,39.5,4,0,1.9,1.3,30,5,114.28,3,"noband"
"107","2","3","2","1","1","2","4","815",2,"3","1","1910",40,55,15.5,92,0.75,22,9.6,1550,53.2,37.2,1,0,2.9,1.3,33,5,106.66,3,"band"
"283","3","3","4","3","1","2","3","821",7,"4","3","1910",50,50,16.2,75,0.75,25,3.3,1850,54.9,41.8,2,0,2.7,0.9,40,3,100,3,"noband"
"146","2","3","2","1","1","2","4","816",9,"4","1","1910",40,64,15.5,85,1,26,0,2400,58.8,41.2,0,0,2.5,1,30,5,103.125,3,"noband"
"339","2","3","4","3","1","2","4","816",2,"4","2","1910",55,48,18,76,0.25,24,10,1600,60,30,0,0,3,0.9,35,5,93.55,1,"band"
"527","2","3","2","1","1","2","1","816",9,"2","3","1911",NA,56,17,75,0.75,25,3.4,1600,56.8,38.6,NA,0,2,1,NA,5,103.125,2,"band"
"30","2","3","4","1","1","2","4","815",2,"4","3","1911",37,44,16,90,0.75,28,20,2050,45,35,0,0,2.4,0.8,35,5,107.4,3,"noband"
"459","2","3","2","1","1","2","4","815",2,"4","3","1910",40,63,15.8,80,0.75,30,10.5,2000,52.6,36.9,0,0,3,1,33,5,109.7,3,"band"
"245","3","3","4","3","3","2","2","813",5,"2","3","1911",50,56,14.6,74,0.75,NA,7.5,1400,53.8,38.7,0,4,2.4,0.8,40,5,96.8,3,"noband"
