"","Sex","Age","Debt","Married","BankCustomer","EducationLevel","Ethicity","Years_employed","PriorDefault","Employed","CreditScore","Driverslicense","Citizen","Zipcode","Income","class"
"382","a",24.33,2.5,"y","p","i","bb",4.5,"f","f",0,"f","g",200,456,"-"
"84","b",27.25,0.625,"u","g","aa","v",0.455,"t","f",0,"t","g",200,0,"-"
"565","a",20.83,3,"u","g","aa","v",0.04,"t","f",0,"f","g",100,0,"+"
"619","b",18.42,10.415,"y","p","aa","v",0.125,"t","f",0,"f","g",120,375,"-"
"155","a",21.67,11.5,"y","p","j","j",0,"t","t",11,"t","g",0,0,"+"
"219","a",18.92,9.25,"y","p","c","v",1,"t","t",4,"t","g",80,500,"+"
"302","b",23.42,1,"u","g","c","v",0.5,"f","f",0,"t","s",280,0,"-"
"559","a",22.83,2.29,"u","g","q","h",2.29,"t","t",7,"t","g",140,2384,"+"
"618","b",29.58,4.75,"u","g","m","v",2,"f","t",1,"t","g",460,68,"-"
"419","a",26.58,2.54,"y","p","ff","ff",0,"f","f",0,"t","g",180,60,"-"
"502","a",64.08,0.165,"u","g","ff","ff",0,"t","t",1,"f","g",232,100,"+"
"482","a",17.33,9.5,"u","g","aa","v",1.75,"f","t",10,"t","g",0,10,"-"
"264","b",50.75,0.585,"u","g","ff","ff",0,"f","f",0,"f","g",145,0,"-"
"324","b",33.67,1.25,"u","g","w","v",1.165,"f","f",0,"f","g",120,0,"-"
"330","b",20.42,0,"u",NA,"c","v",0,"f","f",0,"f","p",180,0,"-"
"537","b",35.25,3.165,"u","g","x","h",3.75,"t","f",0,"t","g",680,0,"-"
"381","a",22.67,7,"u","g","c","v",0.165,"f","f",0,"f","g",160,0,"-"
"667","a",17.92,0.54,"u","g","c","v",1.75,"f","t",1,"t","g",80,5,"-"
"507","a",24.75,3,"u","g","q","h",1.835,"t","t",19,"f","g",0,500,"+"
"546","b",23.58,0.46,"y","p","w","v",2.625,"t","t",6,"t","g",208,347,"-"
"475","b",26.75,2,"u","g","d","v",0.75,"f","f",0,"t","g",80,0,"-"
"97","b",33.58,0.5,"u","g","c","bb",0.835,"t","f",0,"t","s",320,0,"-"
"179","b",20.17,8.17,"u","g","aa","v",1.96,"t","t",14,"f","g",60,158,"+"
"553","b",38.58,3.335,"u","g","w","v",4,"t","t",14,"f","g",383,1344,"+"
"438","a",27.17,1.25,"u","g","ff","ff",0,"f","t",1,"f","g",92,300,"-"
"165","a",40.83,10,"u","g","q","h",1.75,"t","f",0,"f","g",29,837,"+"
"343","b",33.75,2.75,"u","g","i","bb",0,"f","f",0,"f","g",180,0,"-"
"184","a",22.42,5.665,"u","g","q","v",2.585,"t","t",7,"f","g",129,3257,"+"
"65","b",34.17,1.54,"u","g","cc","v",1.54,"t","t",1,"t","g",520,50000,"+"
"62","a",23.42,0.79,"y","p","q","v",1.5,"t","t",2,"t","g",80,400,"+"
"527","a",57.08,0.335,"u","g","i","bb",1,"t","f",0,"t","g",252,2197,"-"
"416","b",22.5,0.125,"y","p","k","v",0.125,"f","f",0,"f","g",200,70,"-"
"132","a",47.42,8,"u","g","e","bb",6.5,"t","t",6,"f","g",375,51100,"+"
"297","b",32.92,2.5,"u","g","aa","v",1.75,"f","t",2,"t","g",720,0,"-"
"392","b",27.42,12.5,"u","g","aa","bb",0.25,"f","f",0,"t","g",720,0,"-"
"284","b",23.25,12.625,"u","g","c","v",0.125,"f","t",2,"f","g",0,5552,"-"
"511","a",46,4,"u","g","j","j",0,"t","f",0,"f","g",100,960,"+"
"194","b",34.5,4.04,"y","p","i","bb",8.5,"t","t",7,"t","g",195,0,"+"
"390","b",15.17,7,"u","g","e","v",1,"f","f",0,"f","g",600,0,"-"
"608","b",46,0.04,"y","p","d","v",4.25,"f","f",0,"t","g",460,0,"-"
"580","b",31.67,0.83,"u","g","x","v",1.335,"t","t",8,"t","g",303,3290,"+"
"479","b",26.5,2.71,"y","p","c","bb",0.085,"f","f",0,"f","s",80,0,"-"
"666","a",21.75,11.75,"u","g","c","v",0.25,"f","f",0,"t","g",180,0,"-"
"85","b",37.17,4,"u","g","c","bb",5,"t","f",0,"t","s",280,0,"-"
"633","b",32.42,2.165,"y","p","k","ff",0,"f","f",0,"f","g",120,0,"-"
"672","a",50.25,0.835,"u","g","aa","v",0.5,"f","f",0,"t","g",240,117,"-"
"374","b",28.17,0.585,"u","g","aa","v",0.04,"f","f",0,"f","g",260,1004,"-"
"541","b",42.75,3,"u","g","i","bb",1,"t","f",0,"f","g",0,200,"-"
"154","b",32.75,1.5,"u","g","cc","h",5.5,"t","t",3,"t","g",0,0,"+"
"46","a",41,2.04,"y","p","q","h",0.125,"t","t",23,"t","g",455,1236,"+"
"489","b",45.33,1,"u","g","q","v",0.125,"f","f",0,"t","g",263,0,"-"
"208","b",35.17,2.5,"u","g","k","v",4.5,"t","t",7,"f","g",150,1270,"+"
"195","b",28.25,5.04,"y","p","c","bb",1.5,"t","t",8,"t","g",144,7,"+"
"68","b",19.42,6.5,"u","g","w","h",1.46,"t","t",7,"f","g",80,2954,"+"
"79","b",21.5,9.75,"u","g","c","v",0.25,"t","f",0,"f","g",140,0,"-"
"556","b",29.58,4.5,"u","g","w","v",7.5,"t","t",2,"t","g",330,0,"+"
"111","a",24.5,1.04,"y","p","ff","ff",0.5,"t","t",3,"f","g",180,147,"-"
"500","b",50.25,4,"u","g","x","v",5,"t","t",3,"t","g",290,2279,"+"
"82","b",39.83,0.5,"u","g","m","v",0.25,"t","f",0,"f","s",288,0,"-"
"109","a",19.75,0.75,"u","g","c","v",0.795,"t","t",5,"t","g",140,5,"-"
"470","a",21.92,11.665,"u","g","k","h",0.085,"f","f",0,"f","g",320,5,"-"
"596","a",46.08,3,"u","g","c","v",2.375,"t","t",8,"t","g",396,4159,"+"
"682","b",17.08,3.29,"u","g","i","v",0.335,"f","f",0,"t","g",140,2,"-"
"586","b",64.08,20,"u","g","x","h",17.5,"t","t",9,"t","g",0,1000,"+"
"25","a",15.83,0.585,"u","g","c","h",1.5,"t","t",2,"f","g",100,0,"+"
"443","b",17.25,3,"u","g","k","v",0.04,"f","f",0,"t","g",160,40,"-"
"185","b",48.75,8.5,"u","g","c","h",12.5,"t","t",9,"f","g",181,1655,"+"
"519","b",39.17,1.71,"u","g","x","v",0.125,"t","t",5,"t","g",480,0,"+"
"90","b",62.5,12.75,"y","p","c","h",5,"t","f",0,"f","g",112,0,"-"
"190","b",21.33,10.5,"u","g","c","v",3,"t","f",0,"t","g",0,0,"+"
"255","b",18.17,10.25,"u","g","c","h",1.085,"f","f",0,"f","g",320,13,"-"
"644","b",36.17,0.42,"y","p","w","v",0.29,"f","f",0,"t","g",309,2,"-"
"225","b",23.25,4,"u","g","c","bb",0.25,"t","f",0,"t","g",160,0,"+"
"274","b",30.67,2.5,"u","g","cc","h",2.25,"f","f",0,"t","s",340,0,"-"
"574","a",20.33,10,"u","g","c","h",1,"t","t",4,"f","g",50,1465,"+"
"238","b",42.83,4.625,"u","g","q","v",4.58,"t","f",0,"f","s",0,0,"+"
"371","b",26.33,13,"u","g","e","dd",0,"f","f",0,"t","g",140,1110,"-"
"20","b",25,11.25,"u","g","c","v",2.5,"t","t",17,"f","g",200,1208,"+"
"566","b",23.08,11.5,"u","g","w","h",2.125,"t","t",11,"t","g",290,284,"+"
"19","a",19.17,8.585,"u","g","cc","h",0.75,"t","t",7,"f","g",96,0,"+"
"231","a",47.42,3,"u","g","x","v",13.875,"t","t",2,"t","g",519,1704,"+"
"42","b",29.67,1.415,"u","g","w","h",0.75,"t","t",1,"f","g",240,100,"+"
"623","b",18.83,0,"u","g","q","v",0.665,"f","f",0,"f","g",160,1,"-"
"15","b",36.67,4.415,"y","p","k","v",0.25,"t","t",10,"t","g",320,0,"+"
"557","a",32.17,1.46,"u","g","w","v",1.085,"t","t",16,"f","g",120,2079,"+"
"538","b",34.25,1.75,"u","g","w","bb",0.25,"t","f",0,"t","g",163,0,"-"
"606","b",16.17,0.04,"u","g","c","v",0.04,"f","f",0,"f","g",0,0,"+"
"263","a",20.42,10.5,"y","p","x","h",0,"f","f",0,"t","g",154,32,"-"
"180","b",47.67,0.29,"u","g","c","bb",15,"t","t",20,"f","g",0,15000,"+"
"299","b",22.17,12.125,"u","g","c","v",3.335,"f","t",2,"t","g",180,173,"-"
"497","b",20.17,9.25,"u","g","c","v",1.665,"t","t",3,"t","g",40,28,"+"
"578","b",39.17,1.625,"u","g","c","v",1.5,"t","t",10,"f","g",186,4700,"+"
"448","b",31.25,1.125,"u","g","ff","ff",0,"f","t",1,"f","g",96,19,"-"
"634","a",23.75,0.71,"u","g","w","v",0.25,"f","t",1,"t","g",240,4,"-"
"562","b",23.33,1.5,"u","g","c","h",1.415,"t","f",0,"f","g",422,200,"+"
"162","b",25.08,1.71,"u","g","x","v",1.665,"t","t",1,"t","g",395,20,"+"
"209","b",39.5,4.25,"u","g","c","bb",6.5,"t","t",16,"f","g",117,1210,"+"
"91","b",31.42,15.5,"u","g","c","v",0.5,"t","f",0,"f","g",120,0,"-"
"595","b",25.75,0.75,"u","g","c","bb",0.25,"t","f",0,"f","g",349,23,"+"
"151","a",58.33,10,"u","g","q","v",4,"t","t",14,"f","g",0,1602,"+"
"282","b",17.67,4.46,"u","g","c","v",0.25,"f","f",0,"f","s",80,0,"-"
"353","b",30.75,1.585,"u","g","d","v",0.585,"f","f",0,"t","s",0,0,"-"
"121","b",25.67,12.5,"u","g","cc","v",1.21,"t","t",67,"t","g",140,258,"+"
"241","b",48.25,25.085,"u","g","w","v",1.75,"t","t",3,"f","g",120,14,"+"
"26","a",47,13,"u","g","i","bb",5.165,"t","t",9,"t","g",0,0,"+"
"603","b",20.08,0.25,"u","g","q","v",0.125,"f","f",0,"f","g",200,0,"-"
"293","b",35.75,2.415,"u","g","w","v",0.125,"f","t",2,"f","g",220,1,"-"
"338","a",33.25,3,"y","p","aa","v",2,"f","f",0,"f","g",180,0,"-"
"459","b",25.67,0.29,"y","p","c","v",1.5,"f","f",0,"t","g",160,0,"-"
"359","a",36.75,4.71,"u","g","ff","ff",0,"f","f",0,"f","g",160,0,"-"
"120","b",39.92,6.21,"u","g","q","v",0.04,"t","t",1,"f","g",200,300,"+"
"31","b",42,9.79,"u","g","x","h",7.96,"t","t",8,"f","g",0,0,"+"
"645","b",37.33,2.665,"u","g","cc","v",0.165,"f","f",0,"t","g",0,501,"-"
"358","b",32.42,3,"u","g","d","v",0.165,"f","f",0,"t","g",120,0,"-"
"35","b",27.83,1.5,"u","g","w","v",2,"t","t",11,"t","g",434,35,"+"
"344","b",38.92,1.75,"u","g","k","v",0.5,"f","f",0,"t","g",300,2,"-"
"488","b",18.83,3.54,"y","p","ff","ff",0,"f","f",0,"t","g",180,1,"-"
"540","b",19.42,1.5,"y","p","cc","v",2,"t","f",0,"t","g",100,20,"-"
"417","b",23.58,1.79,"u","g","c","v",0.54,"f","f",0,"t","g",136,1,"-"
"424","b",33.67,2.165,"u","g","c","v",1.5,"f","f",0,"f","p",120,0,"-"
"415","a",22.25,1.25,"y","p","ff","ff",3.25,"f","f",0,"f","g",280,0,"-"
"270","b",37.58,0,"u",NA,"c","ff",0,"f","f",0,"f","p",260,0,"+"
"51","b",26,1,"u","g","q","v",1.75,"t","f",0,"t","g",280,0,"+"
"367","b",39.42,1.71,"y","p","m","v",0.165,"f","f",0,"f","s",400,0,"-"
"0","b",30.83,0,"u","g","w","v",1.25,"t","t",1,"f","g",202,0,"+"
"103","b",25,12,"u","g","k","v",2.25,"t","t",2,"t","g",120,5,"-"
"339","b",28,3,"u","g","w","v",0.75,"f","f",0,"t","g",300,67,"-"
"669","b",51.83,2.04,"y","p","ff","ff",1.5,"f","f",0,"f","g",120,1,"-"
"56","b",23.17,0,"u","g","cc","v",0.085,"t","f",0,"f","g",0,0,"+"
"450","b",34.17,3,"y","p","i","bb",7,"f","f",0,"f","g",0,1,"-"
"393","b",24.75,0.54,"u","g","m","v",1,"f","f",0,"t","g",120,1,"-"
"233","b",27.67,13.75,"u","g","w","v",5.75,"t","f",0,"t","g",487,500,"+"
"57","b",44.33,0.5,"u","g","i","h",5,"t","f",0,"t","g",320,0,"+"
"628","b",29.25,13,"u","g","d","h",0.5,"f","f",0,"f","g",228,0,"-"
"547","b",23.92,1.5,"u","g","d","h",1.875,"t","t",6,"f","g",200,327,"+"
"602","b",29.83,1.25,"y","p","k","v",0.25,"f","f",0,"f","g",224,0,"-"
"114","b",20.67,1.25,"y","p","c","h",1.375,"t","t",3,"t","g",140,210,"-"
"38","b",27.75,0.585,"y","p","cc","v",0.25,"t","t",2,"f","g",260,500,"+"
"55","b",23.33,11.625,"y","p","w","v",0.835,"t","f",0,"t","g",160,300,"+"
"620","b",22.17,2.25,"u","g","i","v",0.125,"f","f",0,"f","g",160,10,"-"
"216","b",41.17,4.04,"u","g","cc","h",7,"t","t",8,"f","g",320,0,"+"
"181","a",21.25,2.335,"u","g","i","bb",0.5,"t","t",4,"f","s",80,0,"+"
"223","a",18.83,9.54,"u","g","aa","v",0.085,"t","f",0,"f","g",100,0,"+"
"496","a",25,0.875,"u","g","x","h",1.04,"t","f",0,"t","g",160,5860,"+"
"428","b",49.17,2.29,"u","g","ff","ff",0.29,"f","f",0,"f","g",200,3,"-"
"418","b",38.42,0.705,"u","g","c","v",0.375,"f","t",2,"f","g",225,500,"-"
"516","a",60.92,5,"u","g","aa","v",4,"t","t",4,"f","g",0,99,"+"
"531","a",24.58,0.67,"u","g","aa","h",1.75,"t","f",0,"f","g",400,0,"-"
"447","a",27.33,1.665,"u","g","ff","ff",0,"f","f",0,"f","g",340,1,"-"
"638","b",28.58,3.625,"u","g","aa","v",0.25,"f","f",0,"t","g",100,0,"-"
"400","b",20.75,5.085,"y","p","j","v",0.29,"f","f",0,"f","g",140,184,"-"
"449","b",20,7,"u","g","c","v",0.5,"f","f",0,"f","g",0,0,"-"
"528","a",55.75,7.08,"u","g","k","h",6.75,"t","t",3,"t","g",100,50,"-"
"671","b",25.83,12.835,"u","g","cc","v",0.5,"f","f",0,"f","g",0,2,"-"
"30","b",29.25,14.79,"u","g","aa","v",5.04,"t","t",5,"t","g",168,0,"+"
"218","b",53.92,9.625,"u","g","e","v",8.665,"t","t",5,"f","g",0,0,"+"
"54","b",34.25,3,"u","g","cc","h",7.415,"t","f",0,"t","g",0,0,"+"
"186","b",40,6.5,"u","g","aa","bb",3.5,"t","t",1,"f","g",0,500,"+"
"236","b",26.17,0.25,"u","g","i","bb",0,"t","f",0,"t","g",0,0,"+"
"622","a",25.58,0,"u",NA,"m","v",0,"f","f",0,"f","p",100,0,"+"
"204","b",36.33,2.125,"y","p","w","v",0.085,"t","t",1,"f","g",50,1187,"+"
"347","b",26.75,4.5,"y","p","c","bb",2.5,"f","f",0,"f","g",200,1210,"-"
"422","b",29.42,1.25,"u","g","w","v",1.75,"f","f",0,"f","g",200,0,"-"
"307","b",18.58,10.29,"u","g","ff","ff",0.415,"f","f",0,"f","g",80,0,"-"
"260","b",32.75,2.335,"u","g","d","h",5.75,"f","f",0,"t","g",292,0,"-"
"254","b",50.25,0.625,"u","g","k","v",0.25,"f","f",0,"f","g",380,2010,"-"
"444","a",17.67,0,"y","p","j","ff",0,"f","f",0,"f","g",86,0,"-"
"234","a",58.42,21,"u","g","i","bb",10,"t","t",13,"f","g",0,6700,"+"
"336","b",47.33,6.5,"u","g","c","v",1,"f","f",0,"t","g",0,228,"-"
"301","b",18.25,0.165,"u","g","d","v",0.25,"f","f",0,"t","s",280,0,"-"
"182","a",20.67,3,"u","g","q","v",0.165,"t","t",3,"f","g",100,6,"+"
"514","b",22.67,2.54,"y","p","c","h",2.585,"t","f",0,"f","g",0,0,"+"
"224","a",37.75,5.5,"u","g","q","v",0.125,"t","f",0,"t","g",228,0,"+"
"452","b",36.5,4.25,"u","g","q","v",3.5,"f","f",0,"f","g",454,50,"-"
"640","b",34.17,2.75,"u","g","i","bb",2.5,"f","f",0,"t","g",232,200,"-"
"351","b",22.17,0.585,"y","p","ff","ff",0,"f","f",0,"f","g",100,0,"-"
"76","b",34.08,6.5,"u","g","aa","v",0.125,"t","f",0,"t","g",443,0,"-"
"685","b",21.08,10.085,"y","p","e","h",1.25,"f","f",0,"f","g",260,0,"-"
"550","b",76.75,22.29,"u","g","e","z",12.75,"t","t",1,"t","g",0,109,"+"
"286","a",51.42,1.5,"u","g","ff","ff",0,"f","t",2,"t","g",200,105,"-"
"27","b",56.58,18.5,"u","g","d","bb",15,"t","t",17,"t","g",0,0,"+"
"156","a",28.5,3.04,"y","p","x","h",2.54,"t","t",1,"f","g",70,0,"+"
"583","b",32.67,9,"y","p","w","h",5.25,"t","f",0,"t","g",154,0,"+"
"326","b",30.17,1.085,"y","p","c","v",0.04,"f","f",0,"f","g",170,179,"-"
"32","b",49.5,7.585,"u","g","i","bb",7.585,"t","t",15,"t","g",0,5000,"+"
"584","a",28.08,15,"y","p","e","z",0,"t","f",0,"f","g",0,13212,"+"
"632","a",38.75,1.5,"u","g","ff","ff",0,"f","f",0,"f","g",76,0,"-"
"420","b",35,2.5,"u","g","i","v",1,"f","f",0,"t","g",210,0,"-"
"681","b",27.83,1,"y","p","d","h",3,"f","f",0,"f","g",176,537,"-"
"513","b",20.25,9.96,"u","g","e","dd",0,"t","f",0,"f","g",0,0,"+"
"509","b",21,4.79,"y","p","w","v",2.25,"t","t",1,"t","g",80,300,"+"
"140","a",31.25,3.75,"u","g","cc","h",0.625,"t","t",9,"t","g",181,0,"+"
"89","a",49,1.5,"u","g","j","j",0,"t","f",0,"t","g",100,27,"-"
"331","a",33.25,2.5,"y","p","c","v",2.5,"f","f",0,"t","g",0,2,"-"
"67","b",25.5,0.375,"u","g","m","v",0.25,"t","t",3,"f","g",260,15108,"+"
"296","b",69.17,9,"u","g","ff","ff",4,"f","t",1,"f","g",70,6,"-"
"535","a",33.92,1.585,"y","p","ff","ff",0,"t","f",0,"f","g",320,0,"-"
"94","b",28.75,1.5,"y","p","c","v",1.5,"t","f",0,"t","g",0,225,"-"
"572","b",21.92,0.54,"y","p","x","v",0.04,"t","t",1,"t","g",840,59,"+"
"214","b",26.67,2.71,"y","p","cc","v",5.25,"t","t",1,"f","g",211,0,"+"
"661","b",29.83,3.5,"u","g","c","v",0.165,"f","f",0,"f","g",216,0,"-"
"376","b",28.67,14.5,"u","g","d","v",0.125,"f","f",0,"f","g",0,286,"-"
"164","a",60.58,16.5,"u","g","q","v",11,"t","f",0,"t","g",21,10561,"+"
"160","b",27.67,2,"u","g","x","h",1,"t","t",4,"f","g",140,7544,"+"
"370","b",33,2.5,"y","p","w","v",7,"f","f",0,"t","g",280,0,"-"
"133","b",36.25,5,"u","g","c","bb",2.5,"t","t",6,"f","g",0,367,"+"
"515","b",30.67,10.5,"u","g","x","v",6.5,"t","f",0,"f","g",0,0,"+"
"197","b",48.17,7.625,"u","g","w","h",15.5,"t","t",12,"f","g",0,790,"+"
"137","b",33.58,2.75,"u","g","m","v",4.25,"t","t",6,"f","g",204,0,"+"
"664","b",31.08,1.5,"y","p","w","v",0.04,"f","f",0,"f","s",160,0,"-"
"123","a",44.17,6.665,"u","g","q","v",7.375,"t","t",3,"t","g",0,0,"+"
"322","a",33.67,0.375,"u","g","cc","v",0.375,"f","f",0,"f","g",300,44,"+"
"442","b",30.58,2.71,"y","p","m","v",0.125,"f","f",0,"t","s",80,0,"-"
"412","a",22.67,0.79,"u","g","i","v",0.085,"f","f",0,"f","g",144,0,"-"
"349","b",27.83,1.5,"u","g","w","v",2.25,"f","t",1,"t","g",100,3,"-"
"493","a",20.5,11.835,"u","g","c","h",6,"t","f",0,"f","g",340,0,"+"
"200","a",24.08,0.5,"u","g","q","h",1.25,"t","t",1,"f","g",0,678,"+"
"337","a",34.83,1.25,"y","p","i","h",0.5,"f","f",0,"t","g",160,0,"-"
"430","b",51.83,3,"y","p","ff","ff",1.5,"f","f",0,"f","g",180,4,"-"
"87","b",25.67,2.21,"y","p","aa","v",4,"t","f",0,"f","g",188,0,"-"
"434","b",58.58,2.71,"u","g","c","v",2.415,"f","f",0,"t","g",320,0,"-"
"341","b",42.75,4.085,"u","g","aa","v",0.04,"f","f",0,"f","g",108,100,"-"
"466","b",31.08,3.085,"u","g","c","v",2.5,"f","t",2,"t","g",160,41,"-"
"303","a",15.92,2.875,"u","g","q","v",0.085,"f","f",0,"f","g",120,0,"-"
"147","a",40.33,7.54,"y","p","q","h",8,"t","t",14,"f","g",0,2300,"+"
"28","b",57.42,8.5,"u","g","e","h",7,"t","t",3,"f","g",0,0,"+"
"427","b",37.5,0.835,"u","g","e","v",0.04,"f","f",0,"f","g",120,5,"-"
"11","b",29.92,1.835,"u","g","c","h",4.335,"t","f",0,"f","g",260,200,"+"
"314","b",16.25,0,"y","p","aa","v",0.25,"f","f",0,"f","g",60,0,"-"
"581","b",41,0.04,"u","g","e","v",0.04,"f","t",1,"f","s",560,0,"+"
"229","b",22.08,11,"u","g","cc","v",0.665,"t","f",0,"f","g",100,0,"+"
"327","a",40.83,3.5,"u","g","i","bb",0.5,"f","f",0,"f","s",1160,0,"-"
"512","a",44.33,0,"u","g","c","v",2.5,"t","f",0,"f","g",0,0,"+"
"582","b",48.5,4.25,"u","g","m","v",0.125,"t","f",0,"t","g",225,0,"+"
"558","b",51.42,0.04,"u","g","x","h",0.04,"t","f",0,"f","g",0,3000,"+"
"175","b",27,1.5,"y","p","w","v",0.375,"t","f",0,"t","g",260,1065,"+"
"169","b",37.5,1.125,"y","p","d","v",1.5,"f","f",0,"t","g",431,0,"+"
"463","a",36.58,0.29,"u","g","ff","ff",0,"f","t",10,"f","g",200,18,"-"
"354","b",36.67,2,"u","g","i","v",0.25,"f","f",0,"t","g",221,0,"-"
"100","b",37.5,1.75,"y","p","c","bb",0.25,"t","f",0,"t","g",164,400,"-"
"18","b",21.83,0.25,"u","g","d","h",0.665,"t","f",0,"t","g",0,0,"+"
"355","a",16,0.165,"u","g","aa","v",1,"f","t",2,"t","g",320,1,"-"
"149","a",52.83,15,"u","g","c","v",5.5,"t","t",14,"f","g",0,2200,"+"
"361","b",23.08,2.5,"u","g","ff","ff",0.085,"f","f",0,"t","g",100,4208,"-"
"616","b",22.67,0.75,"u","g","i","v",1.585,"f","t",1,"t","g",400,9,"-"
"441","b",39.58,5,"u","g","ff","ff",0,"f","t",2,"f","g",17,1,"-"
"350","a",26.17,2,"u","g","j","j",0,"f","f",0,"t","g",276,1,"-"
"523","a",22.5,8.5,"u","g","q","v",1.75,"t","t",10,"f","g",80,990,"-"
