"","Style","Price","Rating","Size","Season","NeckLine","SleeveLength","waiseline","Material","FabricType","Decoration","Pattern","Class"
"343","sexy","low",4.8,"l","summer","o-neck","sleevless","natural","cotton","worsted","lace","solid","2"
"165","casual","average",4.5354,"l","winter","open","short","natural","mix","poplin","applique","solid","2"
"347","sexy","average",4.7,"m","autumn","slash-neck","sleevless","natural","nylon","chiffon","rivet","solid","1"
"155","sexy","average",4.72659090909091,"s","autumn","slash-neck","short","natural","cotton","broadcloth","lace","solid","1"
"182","casual","low",4.7,"free","spring","o-neck","sleevless","empire","cotton","chiffon","sashes","floral","1"
"196","party","average",5,"free","summer","v-neck","sleevless","empire","rayon","sattin","beading","solid","1"
"444","sexy","low",4.8,"free","spring","v-neck","sleevless","natural","cotton","worsted","sequined","striped","2"
"475","sexy","low",4.83165757575757,"free","summer","v-neck","sleevless","empire","cotton","chiffon","sequined","solid","1"
"369","vintage","average",4.7,"m","summer","v-neck","short","natural","rayon","chiffon","beading","print","1"
"243","casual","average",4.8,"m","winter","o-neck","threequarter","natural","polyster","chiffon","applique","print","2"
"368","casual","average",4.7,"l","winter","o-neck","sleevless","natural","polyster","chiffon","sashes","patchwork","1"
"172","sexy","medium",4.6,"l","summer","o-neck","short","natural","spandex","jersey","lace","solid","1"
"257","party","very-high",4.74228333333333,"m","spring","v-neck","threequater","natural","lycra","sattin","applique","print","2"
"82","sexy","low",5,"free","spring","o-neck","full","natural","cotton","worsted","sequined","striped","1"
"150","casual","average",4.4,"m","summer","turndowncollor","sleevless","natural","chiffonfabric","chiffon","ruched","solid","1"
"67","casual","medium",4.5,"s","winter","o-neck","full","natural","polyster","chiffon","bow","patchwork","2"
"372","casual","average",5,"s","spring","turndowncollor","full","empire","cotton","worsted","lace","solid","1"
"392","cute","low",4.7907,"free","spring","v-neck","sleevless","empire","chiffonfabric","chiffon","applique","print","2"
"263","party","average",4.5,"l","summer","o-neck","full","natural","cotton","chiffon","button","solid","2"
"473","work","average",4.8,"m","winter","turndowncollor","full","natural","polyster","broadcloth","ruffles","solid","1"
"179","cute","low",4.70003333333333,"free","summer","peterpan-collor","short","empire","cotton","broadcloth","applique","print","1"
"161","vintage","average",4.68215151515152,"s","spring","o-neck","full","natural","mix","chiffon","embroidary","print","1"
"431","brief","average",4.9,"xl","spring","slash-neck","full","natural","mix","chiffon","sashes","solid","1"
"73","casual","low",4.8,"free","spring","o-neck","full","natural","cotton","worsted","lace","solid","1"
"447","casual","average",4.6,"l","summer","bowneck","full","dropped","cotton","jersey","pockets","patchwork","1"
"187","cute","medium",4.8,"free","spring","slash-neck","sleevless","natural","polyster","chiffon","sashes","solid","2"
"498","casual","average",4.6,"l","winter","boat-neck","sleevless","empire","silk","broadcloth","applique","print","2"
"353","casual","low",4.7,"free","summer","o-neck","capsleeves","natural","chiffonfabric","chiffon","sashes","print","2"
"189","casual","low",4.6,"s","spring","o-neck","full","natural","cotton","worsted","lace","solid","2"
"160","casual","average",4.5,"l","winter","o-neck","short","natural","cotton","chiffon","bow","patchwork","1"
"275","casual","low",4.4,"free","summer","o-neck","sleevless","natural","linen","chiffon","ruffles","animal","2"
"138","casual","low",4.7,"m","autumn","o-neck","full","natural","cotton","worsted","lace","solid","1"
"413","vintage","average",5,"m","summer","v-neck","thressqatar","natural","polyster","chiffon","ruffles","print","1"
"231","casual","average",4.6,"m","winter","v-neck","full","natural","chiffonfabric","chiffon","ruched","striped","1"
"483","casual","average",4.6,"m","winter","v-neck","halfsleeve","natural","silk","chiffon","sashes","solid","2"
"89","brief","average",4.6,"m","winter","peterpan-collor","threequarter","natural","cotton","chiffon","sashes","solid","1"
"491","casual","average",5,"l","summer","o-neck","sleevless","natural","cotton","chiffon","ruffles","dot","2"
"111","casual","low",4.7,"free","winter","o-neck","sleevless","natural","cotton","jersey","pockets","solid","2"
"404","bohemian","average",4.8,"s","summer","v-neck","short","natural","cotton","chiffon","none","solid","1"
"234","casual","low",4.8,"free","spring","o-neck","sleevless","natural","chiffonfabric","chiffon","sashes","print","2"
"352","casual","average",4.61247619047619,"free","winter","v-neck","full","natural","cashmere","chiffon","draped","solid","2"
"476","casual","high",4.9,"xl","winter","v-neck","full","empire","cotton","terry","sequined","solid","1"
"450","casual","low",4.3,"free","spring","o-neck","full","natural","polyster","chiffon","sashes","none","2"
"442","casual","average",4.6347,"xl","spring","bowneck","sleevless","natural","mix","worsted","lace","solid","1"
"80","casual","low",5,"m","summer","v-neck","sleevless","empire","polyster","chiffon","ruffles","animal","1"
"384","casual","low",4.7,"l","summer","o-neck","sleevless","natural","cotton","chiffon","sashes","solid","2"
"210","casual","low",5,"free","spring","slash-neck","sleevless","empire","spandex","chiffon","ruched","striped","2"
"176","cute","low",5,"l","winter","o-neck","threequarter","natural","silk","chiffon","sashes","print","1"
"149","cute","low",4.5,"l","summer","o-neck","sleevless","natural","cotton","chiffon","sashes","solid","2"
"426","casual","average",4.60787857142857,"free","summer","bowneck","halfsleeve","natural","cotton","worsted","lace","solid","1"
"2","vintage","high",4.72830865800866,"l","autumn","o-neck","full","natural","polyster","chiffon","embroidary","print","1"
"146","casual","low",4.4,"free","summer","turndowncollor","sleevless","natural","cotton","jersey","pockets","solid","1"
"432","casual","average",4.7,"xl","summer","v-neck","halfsleeve","natural","cotton","broadcloth","applique","print","2"
"127","sexy","low",4.6,"free","summer","v-neck","sleevless","natural","cotton","broadcloth","beading","solid","1"
"379","casual","average",4.7,"m","autumn","v-neck","sleevless","natural","spandex","chiffon","ruched","striped","2"
"3","brief","average",4.6,"l","spring","o-neck","full","natural","silk","chiffon","embroidary","print","2"
"250","casual","low",4.7,"s","summer","o-neck","full","natural","cotton","shiffon","feathers","patchwork","1"
"349","casual","high",4.73266666666667,"l","winter","v-neck","full","empire","polyster","chiffon","sequined","solid","1"
"300","casual","low",4.4,"free","winter","halter","sleevless","natural","silk","chiffon","draped","solid","2"
"105","vintage","average",4.7,"l","summer","o-neck","short","natural","cotton","chiffon","button","solid","1"
"191","work","low",4.7,"free","summer","o-neck","full","empire","cotton","chiffon","none","solid","1"
"282","party","average",4.7,"free","spring","sweetheart","sleevless","empire","rayon","chiffon","beading","solid","2"
"22","brief","low",4,"xl","summer","v-neck","short","natural","cotton","wollen","pockets","solid","1"
"156","casual","low",4.15351111111111,"free","spring","o-neck","short","natural","cotton","wollen","hollowout","solid","1"
"252","party","very-high",5,"m","spring","slash-neck","sleevless","natural","chiffonfabric","chiffon","flowers","print","2"
"332","sexy","low",4.8,"free","spring","slash-neck","sleevless","natural","cotton","broadcloth","sequined","solid","1"
"118","casual","low",4.5,"free","autumn","v-neck","short","natural","silk","worsted","lace","solid","1"
"98","vintage","low",4.8,"s","summer","o-neck","short","natural","cotton","chiffon","ruffles","print","1"
"433","casual","average",4.63049523809524,"free","autumn","v-neck","full","natural","cotton","worsted","lace","solid","1"
"415","bohemian","average",4.6,"m","spring","o-neck","sleevless","natural","shiffon","shiffon","sashes","solid","1"
"472","cute","high",4.3,"m","spring","boat-neck","full","natural","polyster","terry","lace","solid","2"
"255","party","very-high",4.64499415584416,"m","winter","v-neck","cap-sleeves","natural","cotton","chiffon","lace","solid","1"
"448","cute","medium",4.9,"s","summer","bowneck","sleevless","empire","polyster","chiffon","bow","patchwork","2"
"17","bohemian","medium",5,"free","autumn","o-neck","full","natural","cotton","sattin","hollowout","patchwork","2"
"457","casual","low",4.8,"l","summer","v-neck","thressqatar","natural","cotton","chiffon","ruffles","print","1"
"367","sexy","average",4.8,"s","winter","v-neck","sleevless","empire","polyster","chiffon","lace","solid","1"
"90","casual","average",4.723375,"l","spring","boat-neck","sleevless","natural","cotton","broadcloth","applique","patchwork","2"
"31","casual","low",4.79848611111111,"m","spring","o-neck","sleevless","natural","silk","chiffon","applique","solid","2"
"341","casual","low",4.7,"m","winter","o-neck","full","empire","polyster","chiffon","applique","print","2"
"362","vintage","low",4.71066255411256,"free","summer","o-neck","sleevless","natural","cotton","batik","tassel","print","2"
"143","casual","average",4.7,"m","autumn","o-neck","sleevless","natural","cotton","chiffon","ruffles","animal","2"
"124","work","average",4.6,"l","spring","o-neck","short","empire","cotton","jersey","pockets","patchwork","1"
"471","casual","low",4.4,"free","summer","o-neck","sleevless","natural","linen","chiffon","ruffles","animal","1"
"20","sexy","average",4.5,"l","autumn","o-neck","full","natural","cotton","chiffon","beading","solid","1"
"481","casual","average",4.75285606060606,"l","spring","o-neck","sleevless","natural","chiffonfabric","chiffon","sequined","solid","1"
"114","party","average",5,"m","spring","o-neck","halfsleeve","natural","silk","chiffon","beading","solid","2"
"227","casual","average",4.8,"m","autumn","v-neck","short","natural","cashmere","chiffon","embroidary","print","2"
"287","party","average",5,"m","spring","o-neck","sleevless","natural","silk","chiffon","crystal","solid","2"
"70","bohemian","average",5,"free","summer","v-neck","sleevless","natural","cotton","batik","tassel","print","2"
"168","casual","high",4.9,"s","spring","o-neck","threequarter","natural","chiffonfabric","chiffon","flowers","dot","2"
"58","bohemian","low",4.5,"m","summer","v-neck","sleevless","natural","polyster","chiffon","none","print","2"
"185","bohemian","average",4.65727619047619,"l","winter","turndowncollor","full","natural","mix","chiffon","none","solid","1"
"57","sexy","low",4.6,"l","autumn","o-neck","sleevless","natural","cotton","worsted","lace","solid","2"
"219","casual","average",4.6,"m","spring","o-neck","sleevless","natural","polyster","chiffon","sashes","solid","2"
"113","cute","average",4.8,"l","autumn","slash-neck","sleevless","natural","polyster","chiffon","hollowout","solid","1"
"443","sexy","average",4.62065757575758,"free","autumn","o-neck","full","natural","polyster","sattin","hollowout","solid","1"
"5","bohemian","low",4.79480303030303,"m","summer","v-neck","sleevless","empire","polyster","batik","tassel","print","1"
"33","brief","average",4.3,"l","spring","o-neck","sleevless","empire","polyster","chiffon","bow","solid","2"
"190","vintage","medium",4.7,"free","spring","turndowncollor","sleevless","natural","mix","broadcloth","lace","solid","2"
"378","casual","low",5,"m","spring","o-neck","sleevless","natural","spandex","jersey","applique","print","1"
"16","cute","average",4.7,"l","spring","o-neck","short","natural","cotton","chiffon","sashes","solid","2"
"274","party","very-high",4.2,"l","winter","v-neck","sleevless","natural","cotton","flannael","lace","solid","2"
"265","party","high",4.6,"m","winter","sweetheart","sleevless","natural","nylon","chiffon","pearls","solid","1"
"157","cute","medium",5,"free","winter","o-neck","sleevless","natural","silk","broadcloth","lace","solid","2"
"406","casual","average",3,"m","spring","turndowncollor","short","empire","polyster","wollen","sashes","patchwork","1"
"222","casual","average",4.70429761904762,"s","summer","o-neck","sleevless","empire","cotton","chiffon","sashes","solid","1"
"322","novelty","medium",4.2,"m","winter","o-neck","halfsleeve","natural","polyster","chiffon","hollowout","animal","2"
"65","casual","average",5,"m","autumn","v-neck","short","natural","cotton","broadcloth","beading","solid","1"
"441","sexy","low",4.48245833333333,"free","winter","v-neck","sleevless","dropped","cotton","worsted","lace","solid","2"
"7","novelty","average",4.74384177489177,"free","autumn","o-neck","short","natural","polyster","broadcloth","lace","solid","1"
"259","party","high",4.73066666666667,"m","spring","sweetheart","sleevless","princess","nylon","sattin","pearls","print","1"
"94","casual","medium",4.78109090909091,"s","spring","v-neck","full","empire","cotton","worsted","sequined","animal","2"
"400","brief","low",4.7,"m","winter","o-neck","full","natural","cotton","shiffon","feathers","patchwork","1"
"416","party","average",4.8,"m","summer","o-neck","full","natural","cotton","shiffon","feathers","solid","2"
"4","cute","low",4.5,"m","summer","o-neck","butterfly","natural","chiffonfabric","chiffon","bow","dot","1"
"235","casual","average",4.6,"m","autumn","o-neck","short","empire","polyster","chiffon","applique","dot","1"
"357","sexy","low",4.7,"free","summer","v-neck","sleevless","empire","cotton","chiffon","sequined","animal","1"
"54","sexy","average",4.5,"m","spring","o-neck","threequarter","natural","polyster","chiffon","lace","geometric","1"
"388","work","average",4.59778333333333,"m","summer","v-neck","sleevless","natural","cotton","worsted","lace","solid","2"
"316","sexy","low",5,"free","spring","v-neck","sleevless","empire","cotton","chiffon","sequined","solid","1"
"170","casual","low",4.5,"free","winter","o-neck","full","natural","mix","worsted","applique","solid","1"
"373","casual","low",1,"m","spring","o-neck","halfsleeve","natural","polyster","chiffon","hollowout","solid","1"
